user_id,region,country,device_type,plan_tier,tenure_months,watch_hours_1m,watch_hours_3m,watch_hours_6m,sessions_1m,sessions_3m,sessions_6m,days_since_last_stream,completion_rate_pct,binge_watch_flag,buffering_events_30d,avg_stream_quality,app_rating,monthly_fee,payment_failures_30d,support_tickets_30d,offer_sent,early_warning_flag,churn_flag,lifetime_value,ltv_6m
OTT_23,NA,BR,SmartTV,Basic,53,19.03069386976526,47.325806533624466,145.3493463860656,25,53,82,11,49.68878813088878,0,5,4.597809214787102,3,7.99,0,2,1,1,1,450.51637877134914,33.558
OTT_24,APAC,US,SmartTV,Premium,52,47.760987242811694,64.75051140932591,42.95825790487969,13,44,91,17,75.79693609302615,1,3,4.745832516293733,4,12.99,0,2,0,0,0,682.9368986801575,77.94
OTT_25,NA,IN,Mobile,Standard,38,7.051970211761978,40.65871401085281,238.60056370030082,20,37,84,0,81.44281203471462,0,2,3.9684244409936533,3,18.99,0,2,1,0,1,662.2816427626605,79.758
OTT_26,APAC,UK,Web,Basic,63,13.098534854330676,59.67359016662538,64.33184892424926,16,52,94,3,52.971353613742885,0,5,4.350611103673141,4,12.99,0,1,0,0,0,789.0095021148737,77.94
OTT_27,NA,IN,Web,Standard,58,44.0706831031443,59.036341587749234,63.478712710255365,15,38,114,57,44.81384881425871,0,2,4.022432614753589,4,7.99,0,0,1,0,1,499.7367560586052,33.558
OTT_28,LATAM,US,Mobile,Standard,15,14.881253647447586,179.87192266838136,218.2620489655197,18,39,95,43,85.06715662170902,0,5,3.490432646896238,5,7.99,0,1,0,0,1,124.63022741433747,33.558
OTT_29,NA,IN,Mobile,Standard,50,16.770404614537004,30.46868916134189,78.53607216610033,14,35,91,58,60.4526333180532,0,4,3.8104101639691814,5,18.99,0,1,1,0,1,967.7226357215269,79.758
OTT_30,LATAM,UK,Mobile,Basic,57,11.151553768246846,56.01405078168876,17.016693686254424,13,44,95,27,78.8980205586108,0,3,2.5545031606331596,4,7.99,0,1,0,0,0,514.9551885569989,47.94
OTT_31,NA,US,SmartTV,Standard,64,7.596632907643551,61.67354344703163,152.0209045603006,10,46,106,18,53.31744044609384,0,2,4.313590898586304,4,12.99,1,1,0,1,1,735.3404717707058,54.55799999999999
OTT_32,NA,UK,Web,Premium,73,19.006515900536293,81.2194847516524,86.70483679899583,17,47,74,22,62.133216356230925,1,4,2.6134832403225934,2,12.99,0,1,1,0,1,1084.5759777662397,54.55799999999999
OTT_33,EU,DE,SmartTV,Standard,8,31.00969097059658,122.0592472833681,152.4735209875103,16,40,83,46,56.60765097433028,1,2,3.7167461290269808,4,18.99,0,0,1,0,0,149.3282987352985,113.94
OTT_34,EU,DE,SmartTV,Premium,33,13.352624954657808,38.43534456051884,63.75486930561088,12,46,96,3,75.43583373195719,0,4,2.9641232572406,4,18.99,0,1,0,0,1,555.0164033616245,79.758
OTT_35,APAC,IN,SmartTV,Premium,14,9.236858226591826,56.227045522849934,248.36894025290184,25,53,99,40,78.4392700640546,0,0,4.268959414044659,4,18.99,0,2,1,1,1,303.4281758471214,79.758
OTT_36,EU,US,Web,Basic,58,10.609173118772521,81.0284484052745,73.8705942209472,23,51,102,22,58.710537431640546,0,1,2.523099418705031,3,18.99,0,1,0,0,1,1144.4750751668937,79.758
OTT_37,APAC,IN,Mobile,Standard,83,13.492775367660068,73.99015134391334,79.45260137531707,17,46,96,5,91.96787068082497,0,3,4.088706485271223,3,7.99,0,1,1,1,1,566.6405614110488,33.558
OTT_38,APAC,IN,SmartTV,Standard,14,6.271674737502279,149.85727851881262,135.5268707157461,18,49,106,49,63.338279276707624,1,4,3.6907215521658534,2,7.99,0,3,1,1,1,115.2359531364485,33.558
OTT_39,APAC,IN,Web,Standard,76,16.067748905691033,23.583402924027673,159.2270395089989,16,47,98,32,58.424976136540195,1,3,2.6972620749902045,2,18.99,0,1,0,0,0,1367.1512864888984,113.94
OTT_40,NA,US,Mobile,Premium,46,35.59714084719411,65.29045948707295,123.7213594842861,19,28,101,57,72.88971259745168,0,2,4.597822610710607,3,7.99,0,2,0,0,1,316.2455954268078,33.558
OTT_41,NA,UK,SmartTV,Basic,63,24.164772421244507,6.624737353269231,107.19650633770536,14,41,75,20,87.33794085968171,0,3,4.034924154873758,3,18.99,0,1,0,0,0,1293.52488438004,113.94
OTT_42,APAC,IN,Web,Premium,10,34.14509476120986,15.554398106804149,70.68121920322443,14,45,108,57,63.872135503766124,1,3,3.7931169456040235,4,12.99,0,0,1,0,1,144.601279279797,54.55799999999999
OTT_43,NA,BR,SmartTV,Standard,23,12.806907976661153,31.749418619264166,110.5474715508264,13,42,100,8,61.204724530998654,0,1,3.8642288958298643,2,12.99,0,2,0,0,1,263.4120812914038,54.55799999999999
OTT_44,EU,BR,SmartTV,Basic,25,4.685510496439832,23.447396305065872,133.75975936089228,15,49,92,49,69.3366819941642,0,3,3.420611125883574,4,18.99,0,0,0,1,1,517.9236706809858,79.758
OTT_45,EU,BR,Mobile,Standard,79,17.85456301772778,24.35139144470845,100.87345783880238,15,38,75,34,63.98402108630144,0,4,2.849968452726694,5,7.99,0,0,0,0,1,547.3370497183225,33.558
OTT_46,NA,US,SmartTV,Basic,28,33.283115248959994,93.28160904953442,36.31573365218283,17,52,96,19,40.9793249554256,0,2,4.1871342181644415,4,18.99,0,0,0,0,1,538.5034981471572,79.758
OTT_47,APAC,BR,Web,Basic,2,28.7085246060313,24.816874305764788,216.70627593223549,18,40,83,41,67.58284816045634,0,1,4.489218138030511,3,12.99,0,1,1,0,1,25.37051058360922,54.55799999999999
OTT_48,LATAM,UK,Web,Standard,42,9.427130505783452,60.041071033458735,151.12805600597108,13,36,82,43,77.64777656887253,0,3,4.489353645483744,4,12.99,1,0,1,0,0,601.5427838143528,77.94
OTT_49,NA,BR,SmartTV,Basic,42,5.432583240501591,70.6033468074515,66.25339289014465,13,48,88,29,74.70013880405733,1,2,4.424966997875324,5,12.99,0,0,1,1,1,472.1450132110352,54.55799999999999
OTT_50,NA,IN,Mobile,Basic,4,38.339576397488415,72.77581746037887,154.92673027036628,21,42,87,16,57.76383670968211,0,1,2.5472496879569224,3,7.99,1,0,1,0,0,28.09307155183902,47.94
OTT_51,LATAM,US,Mobile,Basic,11,53.05604896607059,39.91095943146667,59.236459621931026,14,54,92,4,75.07133585884047,1,3,2.6241331919822493,4,18.99,0,0,1,1,0,225.9672238083372,113.94
OTT_52,EU,IN,Web,Basic,30,39.338245561534066,47.19731680331635,220.12538346202433,15,43,93,22,49.015682105321225,0,1,4.014715389763241,2,18.99,0,1,1,0,1,598.4069940520397,79.758
OTT_53,NA,BR,SmartTV,Standard,31,14.72231936947468,42.60946060533557,156.73701335296366,8,44,76,2,61.71767653486003,0,1,2.9521929438161,3,7.99,0,0,0,0,0,238.5605825041023,47.94
OTT_54,NA,BR,Mobile,Basic,59,25.040587984610816,75.0522144619939,80.31093269856449,20,49,89,39,66.21261003322572,0,2,3.2544319270628357,5,7.99,1,3,1,0,1,509.10094333105053,33.558
OTT_55,APAC,IN,Web,Basic,66,16.88166862983599,211.12743280193203,173.5349880657097,23,35,83,7,94.02671012727492,1,2,2.9101409510259284,4,18.99,0,0,1,0,0,1192.0528297164408,113.94
OTT_56,LATAM,US,Web,Premium,37,14.211279860740573,10.724852231923961,120.939563655032,17,55,94,48,78.39749159492459,0,1,3.665416199365005,4,7.99,0,1,0,0,1,305.70976252018653,33.558
OTT_57,APAC,UK,SmartTV,Basic,71,28.095702304592663,98.45437958751731,56.65265198118448,21,48,84,20,65.7367679539596,0,3,3.7811252965303863,5,18.99,0,0,0,0,0,1410.7931022244554,113.94
OTT_58,NA,IN,SmartTV,Premium,64,49.76170497768421,94.036235802492,38.19255931059818,13,50,94,32,62.2124037876989,0,2,4.506440165012382,3,12.99,0,0,0,0,0,947.6414215453397,77.94
OTT_59,APAC,US,SmartTV,Premium,36,8.55059161182954,80.57373638029281,23.080872507273035,9,47,88,15,71.95549260134646,0,2,4.798708025090193,4,18.99,0,2,0,0,0,625.813254209885,113.94
OTT_60,NA,BR,Web,Basic,20,15.256060804045653,60.193429023033545,169.23334614438176,17,42,80,49,86.87545133576833,1,1,3.062355084574292,5,7.99,0,3,0,0,0,146.59397282991387,47.94
OTT_61,EU,IN,Web,Basic,57,7.728550942363555,39.94819793509429,135.66548015591687,13,37,91,25,77.64786716693052,0,2,4.849970706884883,2,12.99,0,1,0,0,0,740.7647531283176,77.94
OTT_62,NA,IN,Web,Standard,24,30.40734612458367,133.1530473141178,58.54795757789621,17,35,101,18,90.67585329228918,0,2,4.275054337799942,2,12.99,0,1,0,0,1,347.90845365186885,54.55799999999999
OTT_63,EU,US,SmartTV,Standard,80,4.724668410482092,11.822196994692447,152.1144262307427,19,42,91,4,66.0576989676713,1,1,4.228504257234446,2,12.99,0,0,0,0,0,1167.0398767918116,77.94
OTT_64,NA,US,Mobile,Standard,30,12.578024547297915,27.461766955249278,254.8976814971831,13,42,87,18,46.32865177518628,0,2,4.680573856363891,3,18.99,0,1,0,0,0,511.4699866300953,113.94
OTT_65,EU,IN,Mobile,Basic,80,14.541343228742694,10.612073751239814,156.48258048040313,24,53,91,13,75.59487234808833,1,3,3.116376066931373,2,12.99,0,1,1,1,1,904.7369990012023,54.55799999999999
OTT_66,EU,BR,Mobile,Standard,48,23.372837962556645,31.936581004673585,127.34652399195912,11,43,99,9,91.99159959424486,1,1,3.1831499049867764,4,12.99,0,2,1,0,0,583.4804567649053,77.94
OTT_67,LATAM,BR,Mobile,Premium,25,30.18440208629897,22.771842583913077,96.21841392773021,16,37,94,19,62.318942366655335,0,4,4.355006860693914,4,7.99,0,1,0,1,1,205.14648433726617,33.558
OTT_68,EU,US,SmartTV,Standard,40,24.896358881655132,39.741758291538645,250.56491897260244,9,49,93,20,78.07660059389308,1,3,4.103937291959943,5,18.99,0,0,0,0,0,764.4959172952334,113.94
OTT_69,APAC,UK,SmartTV,Premium,7,10.217647178589232,154.18163999030207,177.65029823142777,9,43,94,24,69.99481704256132,0,2,4.653805991386541,4,12.99,0,0,0,1,1,87.9393926873897,54.55799999999999
OTT_70,LATAM,UK,Web,Basic,69,36.289746049007874,16.673090771047065,271.9089375085598,15,40,82,42,66.28372068414363,0,1,4.445955113749509,3,12.99,0,1,1,0,0,828.8824555386046,77.94
OTT_71,NA,UK,Mobile,Basic,3,12.199506763121379,70.66957234896407,158.2921984791685,13,36,71,25,86.48175780390514,0,0,3.92121785532023,5,7.99,0,2,0,0,0,25.978076502705846,47.94
OTT_72,NA,US,Mobile,Basic,49,2.5042520261306893,141.63684986698078,94.69014532566304,15,44,98,5,44.10961485409523,0,2,3.9811693500086154,2,18.99,0,1,1,0,0,899.8276269631295,113.94
OTT_73,APAC,US,Mobile,Premium,76,4.959358576277078,67.03715328657714,221.7305708997232,20,41,74,1,40.48679868629144,1,4,3.8139303229553256,3,18.99,1,0,0,0,1,1396.166734141896,79.758
OTT_74,APAC,UK,Mobile,Premium,56,9.311514968676581,38.59672754846033,54.23194471783024,18,38,93,35,90.01207687270423,1,2,4.924440882538391,3,12.99,2,1,0,0,0,675.3803692528276,77.94
OTT_75,NA,US,SmartTV,Basic,43,14.86456798656944,22.37540542296503,6.131562394249919,9,51,70,55,99.74242994071506,0,0,2.8957414542304063,3,12.99,0,0,0,0,0,581.414997405767,77.94
OTT_76,APAC,BR,Mobile,Basic,32,15.524448778891829,27.657132902549826,75.48529244698511,15,43,78,17,41.95342232628366,1,2,3.504261825838319,4,12.99,1,2,0,0,0,392.0340197830634,77.94
OTT_77,EU,IN,Mobile,Basic,69,30.190392761355767,159.8238740855232,182.12171180721793,18,45,103,7,93.91073701570751,0,2,3.7127601936967394,4,18.99,0,2,0,0,1,1239.7989870867416,79.758
OTT_78,NA,IN,SmartTV,Standard,43,27.043822625780876,80.40388405981808,43.629716713879375,19,39,94,37,77.96876214931606,1,2,4.003953352119793,1,7.99,0,0,0,0,1,345.01865454051676,33.558
OTT_79,APAC,DE,Web,Standard,44,12.03523189796555,52.296831318307014,35.90155036732313,13,53,94,49,65.27057739137766,1,4,4.8852636787478545,5,7.99,1,1,0,1,1,314.557815140421,33.558
OTT_80,APAC,BR,Web,Standard,54,14.363567293808972,30.055407474343962,156.39942894795794,13,43,84,49,83.41084255680745,0,4,4.769787890847735,3,18.99,1,0,1,0,1,952.4903878896126,79.758
OTT_81,APAC,UK,Mobile,Standard,43,20.851679000907318,97.01164995102444,88.49482364718325,18,51,102,49,87.82351634194984,1,1,3.0486321526979774,3,18.99,1,1,1,0,0,882.4969342801844,113.94
OTT_82,NA,DE,Web,Standard,7,4.072797286948022,62.70353449078334,70.02370814647045,15,44,125,41,87.75675111550555,0,5,3.4786167810346003,3,18.99,0,1,0,0,1,135.57863806280304,79.758
OTT_83,NA,DE,SmartTV,Premium,20,41.516380751833864,26.274340850670793,51.64268913960459,16,50,93,49,51.99087639509588,1,2,4.704132798644301,3,18.99,0,1,1,0,1,386.4880333164414,79.758
OTT_84,LATAM,DE,Mobile,Standard,42,4.582090299387604,9.615105558699362,76.53667427697621,16,49,100,26,84.28574976390674,0,3,2.673458408923645,5,18.99,0,0,0,1,1,747.7455444379945,79.758
OTT_85,EU,UK,Web,Standard,72,23.712677831012748,23.601685155455215,74.19336096364749,12,51,94,45,78.44644612690162,0,1,3.078214698703774,4,12.99,0,0,0,0,1,910.5354951176769,54.55799999999999
OTT_86,LATAM,US,SmartTV,Standard,29,19.168142423854306,44.175099613906866,55.331618499651334,14,45,72,47,95.1194450554959,0,2,2.8819809890501826,4,12.99,0,0,0,1,0,321.4985742377675,77.94
OTT_87,EU,UK,SmartTV,Premium,35,11.854932012411671,93.13883665827758,155.58006987953698,14,38,103,51,47.84577835885127,0,2,4.053357552736564,5,12.99,0,1,0,0,1,469.38653487197354,54.55799999999999
OTT_88,APAC,BR,Web,Basic,67,24.16661207119201,33.81182254595187,90.32961038422806,16,41,82,3,74.06426442469163,1,1,4.721786865252771,4,12.99,0,2,1,0,1,971.3927008650379,54.55799999999999
OTT_89,APAC,US,SmartTV,Premium,24,28.265782558373388,69.90352841192245,51.534454441820934,15,43,100,27,75.91512809774976,0,2,4.815709287059003,3,12.99,2,1,0,0,1,284.4561422611441,54.55799999999999
OTT_90,EU,UK,Mobile,Premium,83,45.544843166993765,67.13376011956984,114.80452776185011,11,44,88,42,88.46537616576379,0,2,4.924246002051099,5,12.99,0,1,0,0,1,1179.0273684675526,54.55799999999999
OTT_91,LATAM,DE,Mobile,Basic,2,5.4472854590298425,91.97301329027047,126.95033748391768,12,37,90,52,96.42430506610378,0,1,4.629562447062058,4,18.99,0,1,0,0,1,41.6041540076733,79.758
OTT_92,EU,BR,Web,Premium,8,21.881970935932923,61.14357988431248,117.29429489708161,15,53,87,29,41.919724330329316,0,4,3.950768121690885,1,18.99,0,2,1,0,0,135.4280739167685,113.94
OTT_93,NA,IN,SmartTV,Standard,6,22.159270197439675,56.47778488741533,67.80343321995983,21,39,99,59,80.73421765776337,0,1,2.731318640150472,2,7.99,0,0,0,1,0,51.292208156087455,47.94
OTT_94,APAC,US,Mobile,Basic,73,35.13841844834892,152.81763393571285,96.6826125252699,21,51,80,22,66.36539061295827,0,2,2.609880858831705,5,18.99,0,1,1,0,1,1529.1395556664575,79.758
OTT_95,APAC,IN,Mobile,Standard,17,36.80863477413855,39.277280276395274,114.06480100075642,7,37,96,2,83.80234657381902,0,4,4.861029175748442,5,12.99,0,2,1,0,0,251.15249783689183,77.94
OTT_96,LATAM,US,Mobile,Premium,20,21.042080551501954,76.32688090486027,57.42809835704801,15,45,80,7,93.06223011098369,1,5,3.6714018960001367,5,18.99,0,1,0,1,1,428.2972665112622,79.758
OTT_97,APAC,DE,Web,Premium,60,19.823345754872857,74.48488195307354,35.108638184494616,17,44,97,19,74.28644869491552,0,2,3.6412108818514697,2,12.99,1,1,1,0,0,762.4306708037217,77.94
OTT_98,NA,BR,Web,Standard,64,30.105935361583942,126.55952409626053,107.13992925020204,13,61,79,18,56.36533175262822,1,5,3.608934562158945,3,7.99,0,2,1,1,1,527.3430818369397,33.558
OTT_99,EU,IN,Web,Premium,43,7.306618095436468,56.87843502830751,42.834535523037225,12,57,103,18,90.99346703843277,0,0,2.8117504449103183,3,18.99,0,2,1,0,0,929.988255054737,113.94
OTT_100,APAC,DE,Web,Standard,15,41.42500305410587,21.625155780205557,120.71344861794331,11,51,97,1,94.5582003883209,0,2,3.102594537083782,5,12.99,0,1,0,1,0,165.9525656840072,77.94
OTT_101,LATAM,UK,SmartTV,Basic,78,41.21230745555405,50.814080557742656,193.55678439723707,12,35,95,8,94.89077056577574,1,3,4.149613819165879,4,18.99,0,1,0,1,0,1273.045864447703,113.94
OTT_102,NA,DE,Web,Basic,51,4.265618744986418,53.61501006730516,84.35321619625618,14,56,89,12,88.56258978768079,0,1,3.3596972391008624,1,18.99,1,1,0,0,1,977.4789172938039,79.758
OTT_103,EU,DE,SmartTV,Basic,48,1.396419114141378,56.08033348122407,84.92170542153832,12,43,85,39,54.94325118101181,0,2,3.9684740612334286,4,18.99,0,0,1,0,0,788.1103075712836,113.94
OTT_104,NA,UK,Mobile,Basic,78,1.6040763573242722,70.15956464678193,159.4892038035779,16,47,89,35,53.11542942702555,0,7,4.394536747570878,4,7.99,0,1,0,0,1,664.3008094170841,33.558
OTT_105,APAC,US,Web,Premium,83,14.32000081202766,13.423552994887514,31.283951824472915,16,40,100,25,43.880689089478196,0,2,4.5964519016640235,1,12.99,0,1,0,1,1,1235.2374379824003,54.55799999999999
OTT_106,LATAM,UK,Mobile,Standard,11,20.270779724203237,31.340458607319363,198.74733066286208,15,44,97,46,66.483623943223,0,3,3.5756660348575413,3,7.99,0,0,1,0,1,80.50693393266629,33.558
OTT_107,LATAM,US,Mobile,Premium,9,22.133241142409297,14.098844204309149,164.2931324850531,17,50,97,21,64.9994232516645,1,3,4.8913960764377515,2,7.99,0,2,1,1,1,78.08545019392453,33.558
OTT_108,EU,IN,Mobile,Basic,67,6.675883228880535,59.43672847561641,138.45370313012,13,48,85,8,92.21724375607403,0,0,4.3767820127566255,4,18.99,1,1,1,0,0,1167.9971449825277,113.94
OTT_109,LATAM,DE,Web,Basic,28,19.329185159510352,35.0768572470548,73.64766909976483,8,42,83,23,86.9515322420328,0,3,3.90623891726384,4,18.99,0,0,0,0,0,604.4312051422004,113.94
OTT_110,APAC,UK,Web,Basic,74,30.04421371686385,17.013583305678424,180.69910395918558,10,55,91,13,97.50577396604751,0,6,4.903411523273987,4,12.99,0,0,1,0,1,981.7366223256475,54.55799999999999
OTT_111,LATAM,US,Web,Premium,58,6.447842919959594,134.39466295690949,271.2825572424807,16,40,102,58,55.074840811644314,1,4,3.4432528536812197,4,7.99,1,0,0,0,1,461.01661007365266,33.558
OTT_112,EU,DE,SmartTV,Basic,34,31.88904201755291,39.46248044353166,196.2338583255655,20,44,91,51,59.603877949182305,0,3,4.9388462162641975,5,12.99,0,1,0,0,0,482.03912313033754,77.94
OTT_113,APAC,IN,SmartTV,Basic,38,30.74596610652965,153.6714797124183,74.92902249495026,20,39,77,4,40.68085398355083,0,2,4.954049674907763,5,18.99,0,1,1,0,1,629.8165103963507,79.758
OTT_114,NA,US,SmartTV,Basic,78,18.44890915518035,96.78857507115286,158.99075831412435,15,44,94,36,92.17125704691296,0,2,4.721128374313399,3,12.99,0,1,0,0,0,985.1842501629243,77.94
OTT_115,NA,IN,Mobile,Basic,13,36.295560922383174,102.07489021974058,22.967421974106003,14,39,85,39,55.84274037531901,1,2,2.9121111977371203,5,12.99,0,2,1,0,0,148.06374289283707,77.94
OTT_116,APAC,DE,Web,Basic,13,6.757423399732411,53.87923851394168,56.20688909379915,15,46,88,31,66.47873609851311,0,3,3.0087273942157857,2,7.99,0,0,1,0,1,117.54154812535994,33.558
OTT_117,APAC,UK,Mobile,Basic,18,16.506148289554613,90.00981768792232,55.46359156505585,17,38,96,45,43.65896306281225,0,2,2.9780274770406363,3,7.99,0,1,0,0,1,133.45585932939343,33.558
OTT_118,NA,US,SmartTV,Premium,65,9.387166227466144,24.76663245119196,130.09285518893049,13,52,88,28,53.78375299417737,0,2,3.9128734615836054,5,7.99,0,0,0,0,0,521.3071312116101,47.94
OTT_119,EU,IN,Web,Basic,74,24.877994470008915,44.48453779704478,58.036921141330495,19,44,95,49,75.36762851286463,0,3,4.803480362789031,2,7.99,0,3,1,0,1,523.9764663485448,33.558
OTT_120,LATAM,US,Web,Premium,60,3.4851063861425216,19.06527670736991,78.19250481630239,11,48,81,56,74.96912177444153,0,7,4.175424928605235,3,7.99,0,0,0,0,1,493.7004233933515,33.558
OTT_121,EU,UK,SmartTV,Premium,34,8.865836190464737,33.492121333902716,73.86129459768158,9,46,91,21,43.18684202257975,0,1,3.4695032956090985,4,18.99,0,2,0,0,0,553.4094099856892,113.94
OTT_122,NA,UK,Web,Basic,25,30.324256865700065,76.34722543943718,138.85360503422348,13,43,87,50,72.62577755494496,1,4,4.272032097339606,5,18.99,0,2,0,0,1,544.6395936154565,79.758
OTT_123,LATAM,UK,Mobile,Basic,72,19.376183400952087,66.44009494547763,86.59188566971264,20,55,110,6,51.75754422064257,1,3,2.9014456452748734,1,7.99,0,0,0,1,0,576.7079938197537,47.94
OTT_124,EU,BR,Web,Basic,25,9.919335310128513,32.22996673741616,100.57429417637849,12,41,91,27,76.17427014796942,0,1,3.580690383841291,4,18.99,0,2,1,0,1,530.1251256919112,79.758
OTT_125,LATAM,UK,SmartTV,Premium,27,9.001397810228726,62.404437044042176,150.5524187245818,12,57,100,44,73.64644412500331,0,1,3.046741767649722,2,18.99,0,0,0,1,1,547.5169310047672,79.758
OTT_126,EU,IN,Web,Premium,6,5.610690463386775,49.70410818561028,142.46977977408508,14,36,87,50,84.40297631297065,0,2,4.359531924284919,4,18.99,0,2,1,0,1,127.1250453667159,79.758
OTT_127,LATAM,BR,Web,Premium,52,9.634885066329916,15.222748022537504,125.22183735999465,24,47,106,5,81.44599048533587,0,3,4.169606141268097,2,12.99,0,0,0,0,0,629.5187637905891,77.94
OTT_128,EU,DE,Web,Premium,59,34.6654956181813,23.69770324781627,167.5764194695409,16,48,87,26,81.91106747870441,1,1,4.693873916272053,5,18.99,0,1,1,1,0,1218.3530575220861,113.94
OTT_129,APAC,US,SmartTV,Basic,61,22.62027940863053,30.843498969460438,51.81838304813152,14,39,85,9,80.13764200468762,1,2,2.98726986504179,3,7.99,0,3,1,0,1,469.82901588666033,33.558
