customer_id,region_type,network_type,plan_type,tenure_months,data_gb_1m,data_gb_3m,data_gb_6m,call_minutes_1m,call_minutes_3m,call_minutes_6m,calls_per_day_avg,sms_count_1m,sms_count_3m,sms_count_6m,avg_call_drop_rate,last_network_issue_days_ago,csat_score,monthly_revenue,bill_shock_flag,payment_failures_30d,support_calls_30d,offer_sent,early_warning_flag,churn_flag,lifetime_value,ltv_6m
TEL_62,Suburban,4G,Prepaid,17,25.480357864845274,29.826010966397682,117.19315942019178,132.9368504815365,825.8302865925363,1050.8026753456859,8.621664662061152,38,168,271,3.624291438222729,40,4,45,0,0,1,0,0,1,729.9815470914524,175.5
TEL_63,Rural,4G,Postpaid,87,16.918121642403293,11.976939608462704,59.128812984300005,30.292030593217113,181.7423517930061,1874.1768600242992,9.264183344953212,49,127,252,3.9361185848529963,23,4,45,0,0,1,0,0,0,3919.7734929514527,270.0
TEL_64,Urban,4G,Prepaid,116,17.011385182364585,43.8047448649105,134.66638060554905,260.71595113991884,539.9652208339721,828.4162734953104,8.7898325316126,52,143,289,3.3987490682390593,20,2,45,1,1,1,0,1,1,5358.400961617407,175.5
TEL_65,Rural,4G,Prepaid,29,10.209802208264504,50.06651576360403,107.60831252080813,117.39522019964669,613.524755598625,844.3412262569917,2.3078466275394347,39,138,302,3.404536133172206,33,2,45,0,0,4,0,1,0,1186.6898933696523,270.0
TEL_66,Suburban,4G,Postpaid,98,18.501680679806533,23.60119729308949,193.23807167018686,147.631265673459,656.97702505848,2123.408915735462,10.29254466548487,50,142,264,3.614710729424792,28,4,30,1,0,2,1,0,1,2992.0948096585234,117.0
TEL_67,Rural,5G,Postpaid,9,10.666638582583861,9.40239453044988,97.2666670115369,98.64152945951655,221.57791962342768,684.0788126668754,7.8429855085329425,56,121,321,0.7749592312375958,56,4,45,0,0,0,0,1,0,407.0092573899495,270.0
TEL_68,Suburban,4G,Prepaid,113,9.763062146381444,32.12308062673214,101.02233729053157,360.58296480599995,225.64830515574303,868.4549738324719,2.2850988176824916,45,157,256,2.212279475645813,35,3,45,0,0,1,0,1,0,4791.245240602129,270.0
TEL_69,Rural,4G,Prepaid,49,15.408227651394412,77.37220409398353,72.74776662019441,197.22865467227663,421.1828214593791,1784.3667062396078,2.1250369417451003,40,140,264,2.5475102464462744,4,3,45,0,0,1,0,1,0,1949.69587803421,270.0
TEL_70,Suburban,4G,Prepaid,18,10.869101767249505,43.26049666111362,87.91410153357643,124.04272539079469,545.6715592372599,1425.4385561345223,4.822448359764775,37,149,296,3.2277418429950093,51,2,30,1,0,2,0,0,0,575.5012229537051,180.0
TEL_71,Suburban,4G,Prepaid,7,15.999995325952858,79.4704861883448,151.18341812247297,126.90624029016483,884.0688372545778,1522.1284795382633,4.330873090190238,40,149,306,4.167830814379368,30,5,30,0,0,2,1,0,0,241.715039750746,180.0
TEL_72,Rural,4G,Prepaid,25,4.187823042263119,62.54754568864485,67.84797691881487,315.6325142225966,932.7499745858997,1115.4757473444179,2.380280974587051,49,142,285,4.30924925976812,36,3,30,0,0,1,1,0,1,611.5469737655748,117.0
TEL_73,Urban,5G,Postpaid,81,27.82888442822391,33.35942633703299,62.41707533622126,352.6350146882325,359.328698105299,435.13704602818837,11.07400145951406,47,121,282,1.019579860462259,58,4,30,0,0,0,0,0,0,2615.162494473462,180.0
TEL_74,Urban,4G,Postpaid,11,7.106454418410149,36.30643650703723,94.00791929611276,162.4922833122073,531.528272884954,1146.9975207297578,10.491770208964287,43,142,287,1.3215474716344282,8,4,45,1,0,1,1,0,0,585.7129281673379,270.0
TEL_75,Rural,4G,Postpaid,44,10.267894699718676,38.68411676321843,142.89515532063393,286.3681095749008,80.10875583787828,420.63470465247303,11.767213096632663,42,137,262,3.8766546187535633,27,4,30,0,0,1,0,0,1,1432.2141382913703,117.0
TEL_76,Urban,5G,Prepaid,23,18.04378619301164,14.968212354295769,140.0083251814101,178.41855294602672,406.7142850996557,1528.6028865206868,0.9186397854404096,53,153,259,3.2887325406789913,14,4,45,0,0,0,0,1,1,1187.128597630906,175.5
TEL_77,Urban,4G,Prepaid,118,2.4542763518788524,70.56622469108954,49.82911537230473,59.7747591048566,545.9500575115128,1940.225934374537,9.717444157132189,39,157,281,2.5059634474297026,2,4,30,0,0,1,0,0,1,2880.541350387592,117.0
TEL_78,Rural,4G,Postpaid,53,13.56415417351467,20.555160734396367,114.35319899309388,61.926504798129415,587.6158327452468,1168.3283335996093,1.980419635780019,49,147,286,0.23216386243086917,37,5,45,0,1,0,1,0,0,2343.2928848204333,270.0
TEL_79,Rural,5G,Postpaid,108,19.8737236340607,55.1787980338177,52.11208505066361,217.68229675133952,408.6118401429461,872.720185249454,9.059665380435046,36,127,325,2.549396137934949,6,5,30,0,0,0,0,0,0,3595.5750079156574,180.0
TEL_80,Suburban,5G,Postpaid,15,29.91781257431039,29.929125773283694,232.50050647206956,151.1885148179145,451.2522994654351,1755.967956109346,1.4857683492378333,56,147,290,0.857599768547912,5,5,30,0,0,1,0,0,1,367.77827954617527,117.0
TEL_81,Suburban,5G,Postpaid,21,15.871472750893862,15.886198769901188,63.45022125807304,70.79067099237571,784.5980565980395,2520.687618182651,5.100687147429323,55,155,281,1.2601039195577353,52,5,45,0,0,1,0,0,1,862.0319159345446,175.5
TEL_82,Rural,5G,Prepaid,101,4.7469801414643555,46.252336871940955,27.973060045592238,122.07903470496919,608.0732797858716,1569.0296232842309,2.1066364037926513,51,129,293,1.8192099145634217,55,2,45,0,0,5,0,0,1,5439.846165090285,175.5
TEL_83,Rural,4G,Postpaid,28,6.913907729576774,28.59679220879147,111.64702408673574,170.77946441798343,915.851616847288,1490.7225994785342,9.218956538447353,52,156,273,2.8556605583051664,37,2,30,0,0,4,0,0,1,673.1640597529724,117.0
TEL_84,Urban,4G,Postpaid,67,18.32849720361424,38.79636234406028,93.01278416933727,150.6754771186064,866.2404293911968,844.5085880299189,1.1009745495828311,42,129,246,2.880446602125046,0,4,30,0,0,1,0,0,1,1711.6075508395736,117.0
TEL_85,Suburban,5G,Postpaid,78,16.460784492289903,26.51196993069273,40.80821714643658,121.19307797872858,455.35052627775707,1035.8526144307443,6.494280816840221,41,125,255,2.501370945748848,2,4,45,0,0,0,0,0,1,4059.4618746666156,175.5
TEL_86,Urban,5G,Postpaid,9,18.08246952566603,84.84367214879535,37.328051368400814,83.41235953784005,356.5191548549448,468.31422578242694,10.307820094267889,48,133,294,2.675186381639757,31,5,45,0,0,2,0,1,0,422.8237498862193,270.0
TEL_87,Urban,5G,Prepaid,14,16.22167400313904,38.93301621510931,112.65246781221488,142.80676264145978,451.6994319864099,996.115094629142,7.073514433507094,45,146,281,0.6475648849803844,10,1,30,0,0,3,0,0,0,422.54135725602424,180.0
TEL_88,Rural,4G,Postpaid,102,33.51058328362646,23.507884301085753,126.51712048698776,204.41229463011868,83.19759420194916,1642.4354343206257,9.600643140467039,41,138,276,3.667901638178426,11,5,45,0,0,1,0,0,1,4488.726719786245,175.5
TEL_89,Urban,5G,Prepaid,8,20.58083159514088,39.762209583905026,30.387065037521335,56.847718691667104,353.1637381212519,2237.7879658270326,6.9741887594462675,40,143,285,4.044770108160075,25,3,30,0,0,0,0,1,1,219.52816853486,117.0
TEL_90,Suburban,5G,Prepaid,34,25.218762631689522,37.75134750910531,67.0465704796413,273.5389420194364,78.882080603987,758.459193252164,1.5646504527234582,42,132,275,1.4866607502337708,47,5,30,1,0,2,0,0,1,1185.9251815813425,117.0
TEL_91,Rural,4G,Postpaid,79,5.0907506678622205,40.06292602293751,129.72671004065816,48.00355590979445,393.3507556972585,1942.3132565307535,9.59678720345846,39,159,275,0.8747684719100957,15,1,45,0,0,0,0,1,1,4078.6832138123036,175.5
TEL_92,Urban,4G,Postpaid,55,15.089189058192442,21.4907769963163,19.60817305127859,262.87200411361613,934.5984717838542,2247.5886302252734,8.87432472685204,44,127,258,1.2438381178250546,11,5,45,1,0,2,1,0,1,2434.312130079592,175.5
TEL_93,Urban,4G,Postpaid,106,16.863519921508413,57.24294784538935,11.7277540057234,202.88317076722302,886.3977196030809,663.603109820217,10.178014275708673,51,127,284,2.621600182553035,30,3,30,1,0,0,1,0,0,3378.647077099547,180.0
TEL_94,Urban,4G,Prepaid,71,21.579621739511282,22.294741662135365,31.23344745979741,296.96924539208305,392.164396643299,265.0175100912533,1.3840875872230836,53,134,306,0.265848116861751,32,5,30,0,0,0,0,0,0,1994.086772297686,180.0
TEL_95,Suburban,4G,Prepaid,107,12.060422258008838,38.77468728164415,78.90812231042139,242.01374683880312,488.2754229965759,369.91987444722304,5.723974795718997,43,140,272,1.6038851451124025,42,4,30,1,0,2,0,0,1,3402.5689496148825,117.0
TEL_96,Rural,4G,Postpaid,67,20.913849301792233,42.6748214129353,42.02627431124227,368.09103091465664,205.42741901842737,862.9659779478011,5.801639393037788,39,148,313,3.27832266975211,33,4,45,0,0,0,0,0,1,2680.4846895606993,175.5
TEL_97,Urban,4G,Prepaid,90,6.943838763331474,68.64815312870236,23.284998816698966,135.67748898473482,815.7114633542369,910.8078450778025,1.1358069462269713,32,135,265,4.986563354315771,37,3,45,0,0,0,0,0,1,4732.9901468177295,175.5
TEL_98,Urban,5G,Postpaid,88,27.38942992024544,37.36746717232655,72.88613593292624,252.299682985291,520.4540353130637,718.9262548824396,9.113487528092138,51,148,294,3.414593462001692,22,5,30,0,0,1,0,0,1,2511.5542892350336,117.0
TEL_99,Urban,5G,Prepaid,70,7.341549055698948,17.22393346458402,68.18700175572596,389.8795463358014,406.0519591901131,1558.0170747361708,2.4643395683835925,55,146,323,2.3293805967503003,5,4,30,1,1,1,0,0,0,2058.146396135831,180.0
TEL_100,Urban,5G,Postpaid,77,9.972433932128718,54.81064854809115,72.21188884604763,114.58171012440687,418.8094852820136,729.4442443762579,6.649578828333089,41,132,281,2.480426295431853,59,4,30,0,0,2,0,1,1,2586.294766083867,117.0
TEL_101,Suburban,4G,Prepaid,73,8.48950372172028,90.07275935949991,91.49183697940013,261.41278620207106,426.01635806495506,1077.5616935760074,1.4484049370527767,54,134,304,1.1850280438219696,39,5,30,0,0,0,0,1,0,2597.34118906489,180.0
TEL_102,Suburban,4G,Postpaid,65,14.431580743748288,42.41137447127364,122.30369381729619,188.03398167425468,260.05393524273916,603.828488525236,1.104080578258151,40,139,266,3.362607312247094,48,3,30,0,0,0,0,0,1,1603.7419918462617,117.0
TEL_103,Suburban,4G,Postpaid,105,23.362848066062156,34.46423690479476,88.69511856338889,81.307632409955,541.1140282015629,2059.432828751045,7.198289490656647,47,118,278,1.9954195958039889,13,1,30,0,0,1,0,0,0,2552.793981130049,180.0
TEL_104,Urban,5G,Postpaid,97,17.711355018050387,59.26476212863987,43.41882924621146,122.41026193175603,89.19019827361286,1748.7829905114104,11.119864579211917,39,141,279,4.675864820330836,2,4,30,0,0,0,1,0,0,3322.4096413867105,180.0
TEL_105,Suburban,4G,Postpaid,15,8.52322520766416,38.10362291847523,47.58431701794198,146.91870597327977,375.6736491769507,444.5359770616792,3.3415490493361224,53,162,303,3.2068530183398574,0,2,30,0,0,0,1,0,1,474.2609329690596,117.0
TEL_106,Rural,4G,Prepaid,110,8.259877309179712,30.02051463439056,110.08259932699303,207.4889029789549,253.02908311934172,1286.1935520147101,2.4407475475339178,46,132,289,1.7391110464416704,1,5,30,0,1,1,0,1,1,3602.6716453649783,117.0
TEL_107,Suburban,4G,Prepaid,90,3.1094243041299263,47.49016334608679,52.824808362310726,173.90126735866284,286.6228384897278,1258.3263428258256,1.929178483486372,41,132,290,0.5744667593566899,18,1,45,0,1,3,0,0,1,4684.964063692134,175.5
TEL_108,Suburban,5G,Prepaid,13,22.747033581741807,68.01456071686974,78.81701866974673,133.10863454967946,587.0285694425031,1587.2060289715773,3.829772749709128,35,137,261,4.680308845942855,36,5,45,0,0,0,1,0,1,674.3225739239768,175.5
TEL_109,Urban,5G,Prepaid,117,36.042589201105336,39.56627510373315,104.98349336154769,290.7778602138818,480.0932642226815,1962.3848829838596,9.260329617063476,45,139,278,2.107549964902037,54,2,45,0,0,0,0,0,1,6129.0641646538725,175.5
