customer_id,region,network_type,plan_type,monthly_data_usage_gb,avg_call_drop_rate,bill_shock_flag,support_calls_30d,csat_score,payment_failures_30d,tenure_months,early_warning_flag,offer_sent,churn_flag,ltv_6m
TEL_23,Urban,4G,Prepaid,20.862225504839863,3.044473650897328,0,1,4,2,16,1,0,1,31.725216731249493
TEL_24,Suburban,4G,Postpaid,21.87263337081368,1.9036084160285038,0,0,4,0,7,0,0,0,74.51016768220451
TEL_25,Urban,5G,Prepaid,3.0949031087733196,0.1495909291566777,0,1,4,0,43,0,0,0,171.96945861725155
TEL_26,Rural,4G,Postpaid,8.182927686814496,2.5940351779635162,0,3,5,0,4,0,0,1,22.295597514741463
TEL_27,Urban,4G,Postpaid,16.795090967192394,2.364631184232699,0,0,2,0,92,1,0,0,37.55330337226323
TEL_28,Suburban,5G,Prepaid,19.980827115014478,3.8742592603618107,0,0,5,0,32,1,0,1,189.18840798810845
TEL_29,Urban,4G,Prepaid,7.4549373000485435,2.0250353059724664,0,5,3,0,29,0,0,0,59.260252466486776
TEL_30,Suburban,4G,Prepaid,16.24736539006025,3.5949788947806347,0,1,1,0,73,0,0,1,59.835497456525104
TEL_31,Suburban,4G,Prepaid,24.92819089074419,4.088185682572405,1,2,4,0,44,0,0,1,109.95939589728312
TEL_32,Urban,4G,Postpaid,10.059672455087975,3.8022966562322846,0,1,4,0,30,0,1,1,11.195924202970444
TEL_33,Urban,4G,Postpaid,22.490226509280642,2.2924960631928295,0,0,1,0,30,0,0,1,-21.127245812641547
TEL_34,Urban,5G,Postpaid,31.19995707796704,4.8445714788943,0,1,3,0,65,1,0,1,215.52607173398468
TEL_35,Urban,4G,Postpaid,30.42551912142012,3.644206641880741,0,0,5,2,21,0,0,1,60.77992355869205
TEL_36,Urban,5G,Prepaid,30.61873855493599,1.5682627804493636,0,2,4,0,28,0,0,1,254.62830973197936
TEL_37,Urban,4G,Prepaid,11.071543387014202,4.0122633133470265,0,2,4,1,61,1,0,1,22.478343398507487
TEL_38,Suburban,4G,Prepaid,24.75702581488383,4.805316679104429,0,0,5,0,47,1,0,1,92.26552163054006
TEL_39,Urban,4G,Postpaid,36.63646144754192,1.1373524456207884,0,0,5,0,41,0,1,1,93.82208387034615
TEL_40,Urban,4G,Postpaid,24.047902764763236,0.12499794587578328,0,1,3,0,61,0,0,1,71.75904430034248
TEL_41,Urban,4G,Prepaid,22.25679697882909,3.7855154237754185,0,0,5,0,91,1,0,0,80.43832243592946
TEL_42,Suburban,4G,Prepaid,27.71701951824845,2.961951487536897,0,2,4,0,77,0,0,0,92.8474509708953
TEL_43,Suburban,4G,Prepaid,14.255674317034915,0.5188087269312858,1,0,5,0,14,0,0,0,25.5036067346543
TEL_44,Urban,5G,Prepaid,17.458788352432872,0.237668388232668,1,1,4,0,56,0,1,0,217.64704957041903
TEL_45,Rural,5G,Prepaid,9.57772303658664,0.48402623920051624,0,2,4,1,10,0,0,1,176.00481739217358
TEL_46,Rural,4G,Postpaid,12.510113742051779,4.322489455933706,1,0,1,1,43,0,0,1,-16.568675096150148
TEL_47,Urban,5G,Postpaid,20.685165180945944,2.370402120863893,1,1,2,1,34,0,1,0,242.8964392097061
TEL_48,Urban,5G,Prepaid,18.03802946999211,0.09557172354807186,0,2,5,0,4,0,0,0,228.31331948128744
TEL_49,Urban,5G,Prepaid,14.106284416501833,3.7196245859288397,0,0,5,0,59,0,0,1,235.149922277146
TEL_50,Suburban,4G,Prepaid,9.172674145766138,1.6974824105104314,0,0,5,0,16,0,1,0,68.92239462479736
TEL_51,Urban,5G,Postpaid,11.728941003302886,2.19324607221848,0,1,1,0,31,1,1,1,162.58467966104115
TEL_52,Rural,5G,Prepaid,18.10896023369712,0.7908086492290878,0,1,3,0,37,0,0,1,202.4534407079703
TEL_53,Urban,5G,Postpaid,13.201706054462845,2.647342335776883,0,5,3,0,78,0,0,1,272.4968528133785
TEL_54,Urban,5G,Postpaid,23.968219847990273,4.418197521004185,0,1,4,1,48,1,1,0,231.68253033118248
TEL_55,Urban,5G,Postpaid,27.408032415460585,2.7755200156566078,0,0,1,0,63,0,1,1,265.0755307373517
TEL_56,Suburban,4G,Prepaid,2.9531537474020206,3.9178836578425873,0,0,2,0,67,0,0,0,31.207817761135566
TEL_57,Urban,4G,Prepaid,7.0792533144554195,1.5658033923176662,0,2,4,0,44,1,1,1,-1.5409150014826274
TEL_58,Urban,5G,Prepaid,23.027554131732877,1.042519800959389,0,0,3,0,73,0,0,0,237.43755898701838
TEL_59,Urban,4G,Prepaid,10.857383571850498,3.2533883631868923,0,0,5,0,18,0,1,0,24.0538104565505
TEL_60,Suburban,5G,Prepaid,20.00372438369901,1.8494261925159572,0,0,4,0,81,0,1,1,198.61280051480878
TEL_61,Suburban,5G,Postpaid,13.546074043024541,4.389384444116644,1,1,4,0,41,1,0,1,231.58231432525537
TEL_62,Urban,4G,Postpaid,27.218571865137708,4.707644141131288,0,0,3,1,27,0,1,1,127.73324074835088
TEL_63,Urban,4G,Prepaid,35.69441038645591,2.7571465255577072,0,0,5,2,86,1,0,1,115.7815197321346
TEL_64,Urban,4G,Prepaid,19.725507215041116,3.133176469398435,0,2,4,1,77,0,0,1,27.041182762432882
TEL_65,Rural,4G,Postpaid,12.267189167108304,1.6882382864432,0,2,3,0,13,0,0,1,54.288929721159406
TEL_66,Suburban,5G,Prepaid,8.675911018378573,1.3315514886887447,1,2,2,0,30,0,1,1,216.81860188462144
TEL_67,Suburban,4G,Postpaid,15.63663782658253,4.371663391745387,0,1,5,0,83,0,0,0,36.39757037516632
TEL_68,Urban,4G,Prepaid,20.43438620512827,2.0327129621924485,0,1,2,1,60,1,1,1,22.11008530800025
TEL_69,Urban,4G,Prepaid,6.615193236618943,0.14612343860082977,0,1,2,0,18,1,0,0,15.708511144603527
TEL_70,Suburban,4G,Postpaid,7.753663912551023,2.170971209380232,0,1,5,0,91,0,1,1,-30.56994347342114
TEL_71,Urban,4G,Prepaid,22.494606717869818,1.0168004443408696,0,2,1,0,15,0,1,1,12.14176454324106
TEL_72,Urban,4G,Prepaid,24.912197319586483,1.5539922257201693,0,1,4,0,34,0,1,0,51.50133984513941
TEL_73,Urban,4G,Prepaid,12.045506401012084,3.4375107016666866,0,3,2,0,22,0,0,1,77.25337961843812
TEL_74,Urban,5G,Postpaid,15.353580171501859,0.3489363725129824,0,1,3,0,42,0,0,0,239.24162933830326
TEL_75,Urban,4G,Postpaid,11.10618327869352,1.9507535314757223,0,1,3,0,3,0,1,1,34.92239606709903
TEL_76,Urban,4G,Prepaid,17.99996580487523,3.5616005733365714,0,0,2,0,47,0,0,0,81.66589994876358
TEL_77,Urban,4G,Prepaid,12.545618760472102,3.3914140239198707,0,2,1,0,91,1,1,1,41.52792716388863
TEL_78,Suburban,4G,Prepaid,9.676351070596095,4.734396059963781,0,1,3,0,10,1,0,1,8.090212886512948
TEL_79,Urban,4G,Postpaid,43.70949958675588,4.8850415388905635,0,0,5,1,18,0,0,1,127.60463739243392
TEL_80,Urban,4G,Postpaid,6.156107391843374,0.2183168990257056,0,1,4,0,35,1,1,0,29.06779325128727
TEL_81,Rural,4G,Prepaid,11.415603777691539,4.800335674048208,1,3,2,2,19,0,0,1,37.808364030351456
TEL_82,Suburban,5G,Prepaid,2.393881477056504,1.1525532133258853,0,0,3,0,87,1,0,0,215.8483252937001
TEL_83,Urban,4G,Postpaid,9.421200412226131,2.944404255319633,0,0,2,1,91,0,0,1,28.607291331833984
TEL_84,Urban,4G,Postpaid,7.170886637954466,2.9519714365155063,0,0,2,0,42,0,0,1,16.67930250944734
TEL_85,Urban,4G,Prepaid,9.103723538347307,3.871196292850932,0,4,2,0,57,0,0,1,32.93707902609749
TEL_86,Suburban,4G,Prepaid,16.63453080586806,2.9653278587806025,0,1,3,0,9,0,0,1,71.64819520134687
TEL_87,Urban,4G,Postpaid,16.45384827372557,0.29367440095582176,0,0,2,0,39,0,0,1,84.65980829719123
TEL_88,Urban,5G,Postpaid,31.092672298520835,1.073835405030199,1,1,4,0,42,0,1,1,291.0502274867285
TEL_89,Suburban,5G,Postpaid,22.465486863899784,1.1142692558993876,0,0,3,0,69,0,1,1,211.01450290179088
TEL_90,Suburban,4G,Postpaid,9.042971607459219,0.7591637129499301,0,3,3,0,5,0,0,1,56.48985166526741
TEL_91,Suburban,5G,Postpaid,7.035543585019564,3.8642782712365795,0,2,1,1,26,0,1,1,206.83394036342673
TEL_92,Urban,5G,Postpaid,15.71827401315728,2.14436294965143,0,0,5,0,82,0,0,0,150.51522634618027
TEL_93,Rural,5G,Postpaid,8.619958287576189,4.963280976324556,0,0,2,1,34,0,0,1,238.39634657840037
TEL_94,Suburban,5G,Postpaid,29.025514838078326,0.5411585198036073,0,1,5,0,69,1,0,1,183.86908963733478
TEL_95,Rural,4G,Prepaid,14.306651030158683,2.162875012299705,0,2,5,0,56,1,0,0,-43.50231545216951
TEL_96,Rural,5G,Prepaid,17.73681706278334,3.2861593016797825,0,2,4,0,76,0,1,1,192.0602953873284
TEL_97,Urban,4G,Postpaid,29.25193146281015,2.1689526332720503,0,0,2,0,89,0,0,1,92.15392784493353
TEL_98,Urban,4G,Postpaid,7.926908180030042,2.551360643153541,1,0,5,1,91,1,0,1,40.85844338024806
TEL_99,Urban,5G,Prepaid,15.057923676083362,2.402917334398901,0,4,4,0,51,1,0,0,201.9547442546758
TEL_100,Rural,5G,Postpaid,36.547470791259634,0.5938111249097994,0,2,5,0,50,1,0,1,275.94925527711064
TEL_101,Urban,4G,Postpaid,29.07348625135701,2.9667641732875354,0,2,5,0,16,0,0,0,140.22835632155002
TEL_102,Suburban,4G,Postpaid,29.210991314411768,3.4503380362778575,0,1,4,1,32,0,0,1,67.41288122276305
TEL_103,Urban,4G,Prepaid,28.537193110489437,0.17297140114958975,0,2,2,0,72,0,1,1,67.79114385757381
TEL_104,Suburban,4G,Prepaid,21.953178266835742,0.4547405369666818,0,1,2,0,55,0,0,1,112.58940284812397
TEL_105,Urban,5G,Prepaid,43.61676802518623,2.4059665751408503,0,2,4,0,16,1,1,0,292.8516125770749
TEL_106,Rural,4G,Postpaid,12.403562525718826,3.565639290642025,0,1,2,1,15,1,0,1,15.668242031096417
TEL_107,Suburban,4G,Postpaid,12.12031933861385,3.507143075954007,0,0,2,0,13,0,0,1,55.534387377380355
TEL_108,Urban,4G,Postpaid,12.209654406968987,4.62665826603767,0,0,4,0,13,1,1,1,20.521279941736687
TEL_109,Rural,5G,Postpaid,19.029831448632635,0.08375982965914186,0,2,5,0,93,0,0,1,251.43220207991234
TEL_110,Rural,4G,Postpaid,1.957100007293728,2.254816341831508,1,1,5,0,61,0,0,1,-26.913344975934088
TEL_111,Rural,4G,Prepaid,17.53937998618065,2.888815164791347,1,2,4,0,78,1,0,1,46.23677972898849
TEL_112,Suburban,4G,Prepaid,14.071556492578738,3.7504148807620568,0,1,5,1,86,0,0,1,7.430647042538823
TEL_113,Urban,4G,Postpaid,10.614597207583266,4.5380782697640125,0,1,5,0,7,0,1,0,34.110765109305945
TEL_114,Urban,4G,Prepaid,6.504481595630544,2.8243379366916566,0,0,2,1,13,1,0,0,-23.79231444377508
TEL_115,Urban,5G,Postpaid,13.81318944664532,4.878455473210365,0,1,4,0,62,0,1,1,263.12787356919614
TEL_116,Suburban,4G,Postpaid,6.9088529933127845,4.642424747674778,0,1,3,1,30,0,0,0,66.794459290116
TEL_117,Suburban,4G,Postpaid,10.153118617548685,4.007361561910477,0,1,4,0,23,0,0,1,38.17607141080859
TEL_118,Urban,5G,Postpaid,16.197895792394476,2.971909037362437,0,0,4,0,68,0,0,0,208.43774604758093
TEL_119,Urban,4G,Prepaid,32.060324241261945,0.7676580149227591,0,2,5,0,18,0,0,1,36.33745483853308
TEL_120,Urban,5G,Postpaid,42.05272549942016,3.737500633215622,0,0,3,1,42,0,1,1,283.3339908020035
TEL_121,Urban,4G,Postpaid,13.342483571251265,2.8563264772331904,0,1,2,0,81,0,1,0,30.150637807236226
TEL_122,Suburban,4G,Prepaid,16.640228188710033,0.9181946883503905,0,0,4,1,3,0,0,1,32.4400813208063
TEL_123,Urban,4G,Prepaid,8.932854517058619,2.2830164469557355,0,0,3,0,18,0,1,1,50.558135909748025
TEL_124,Urban,4G,Postpaid,21.063687372256346,1.937227561339413,0,2,3,0,44,0,1,1,59.25664918514822
TEL_125,Urban,5G,Prepaid,14.791381113509672,1.6290560429908125,1,1,1,0,62,0,0,1,244.11967077449987
TEL_126,Suburban,4G,Prepaid,19.132067076891477,1.887865807437528,0,1,4,0,67,0,0,0,102.72896810440814
TEL_127,Suburban,5G,Postpaid,12.6500157166093,1.1231270344965638,1,1,2,0,74,1,1,1,234.8944049814355
TEL_128,Rural,5G,Prepaid,34.30137096372087,4.608658512323418,0,0,5,2,21,0,1,1,203.75101525579424
TEL_129,Urban,5G,Postpaid,11.128769142362199,0.6789131631251943,1,1,4,0,1,0,1,1,257.08963020249416
TEL_130,Rural,4G,Postpaid,20.639754895392755,1.6161801424777444,0,2,3,0,31,0,1,0,58.62488687860928
TEL_131,Urban,5G,Postpaid,17.143142898609618,0.5490484355909936,0,1,5,0,64,0,0,1,255.61091419145606
TEL_132,Rural,4G,Postpaid,12.646314202355468,4.079508319955553,0,0,2,0,34,0,1,1,1.1741697519755903
TEL_133,Rural,4G,Postpaid,4.519752352268844,3.9361268263885067,0,2,4,0,25,1,0,1,13.45527031437329
TEL_134,Suburban,5G,Postpaid,7.5767990544141925,4.1091887196111445,1,0,5,0,27,0,0,1,238.019821811033
TEL_135,Urban,5G,Prepaid,14.841649533169544,0.8776299575464275,0,0,3,0,64,1,1,0,247.02726722268608
TEL_136,Urban,5G,Prepaid,38.486629590789974,4.499489605773947,0,4,5,1,62,0,0,0,374.09870032190634
TEL_137,Urban,5G,Prepaid,10.416472880381221,3.434468920877662,0,3,4,0,48,0,0,1,169.28726503884167
TEL_138,Urban,5G,Postpaid,39.76196319840202,0.1538631896259518,0,2,4,0,57,1,0,0,315.478297340576
TEL_139,Suburban,4G,Postpaid,27.92362946151153,1.7010164259389027,1,0,2,1,71,0,1,0,82.45056833464108
TEL_140,Rural,5G,Prepaid,22.3051061391527,3.317866851780848,0,2,5,0,13,1,0,1,287.6159238938279
TEL_141,Urban,4G,Prepaid,15.38918421424798,2.5698065038738034,1,2,5,0,10,0,1,1,13.82303776906809
TEL_142,Suburban,5G,Postpaid,25.625166451384295,4.1084833888074375,1,0,3,0,31,0,1,1,307.236255144088
TEL_143,Rural,5G,Postpaid,45.1472961201793,4.181516467137491,0,1,4,1,83,0,0,1,292.0377633910098
TEL_144,Urban,4G,Postpaid,24.240393532071117,0.10503931684248125,0,0,5,0,3,0,1,1,20.672489581252933
TEL_145,Urban,4G,Prepaid,8.72115972819065,2.8362286421731375,0,0,4,0,53,1,0,1,27.251563241672283
TEL_146,Urban,5G,Prepaid,15.266414183437872,2.5402914806021104,0,1,5,0,49,0,0,1,256.7502663542198
TEL_147,Suburban,5G,Postpaid,20.766532141013595,4.6165897266166125,1,1,5,0,77,0,0,0,335.48946280107714
TEL_148,Urban,4G,Prepaid,27.197507727314758,3.339703708166047,0,2,5,0,47,0,1,1,132.97617586015426
TEL_149,Urban,4G,Postpaid,11.263330499798133,3.624514866087991,0,0,2,1,71,0,0,1,-0.9676077825616822
TEL_150,Suburban,4G,Postpaid,7.304541911947047,0.4939667916599455,0,0,2,0,26,0,0,0,-14.311189691508098
TEL_151,Urban,5G,Prepaid,18.198991708311738,2.8955184782514936,0,1,3,0,86,0,0,1,262.5909641076741
TEL_152,Rural,4G,Postpaid,22.49706405248643,2.626316531856424,1,0,5,1,8,0,1,1,81.64691418783397
TEL_153,Urban,5G,Postpaid,19.46277523496419,2.8153453313251138,0,2,4,0,21,0,0,0,299.90119644603544
TEL_154,Urban,5G,Postpaid,11.751432458573849,0.7831348481123923,0,1,1,0,22,0,1,0,234.83353473034362
TEL_155,Urban,4G,Postpaid,29.94345573322964,4.233667983827042,0,1,3,0,13,0,1,1,52.01936637267234
TEL_156,Urban,5G,Postpaid,10.578872891418634,0.5261241717678611,0,0,3,0,66,0,1,1,225.83078287099602
TEL_157,Rural,4G,Prepaid,21.103787449980057,0.621865624175274,1,2,4,1,71,1,0,1,119.78878104626419
TEL_158,Suburban,4G,Prepaid,23.004469048581,2.7957628948036524,0,1,3,0,77,0,0,1,24.761511721032726
TEL_159,Urban,5G,Postpaid,25.717226369242354,4.075147975464466,0,2,4,0,38,0,0,1,174.71370785964513
TEL_160,Urban,5G,Prepaid,13.716561320793808,3.4278990862091847,0,0,3,0,17,0,0,0,191.89952772218905
TEL_161,Urban,4G,Prepaid,20.710381499849206,4.161372388953178,0,0,3,0,34,0,0,1,51.99217411963281
TEL_162,Suburban,4G,Postpaid,16.797651795326995,0.9329479874663749,0,0,5,0,27,0,1,1,82.14406310289318
TEL_163,Suburban,4G,Postpaid,16.246342392521054,0.43816193052224284,0,2,5,0,42,1,1,1,57.81107383156237
TEL_164,Suburban,4G,Postpaid,17.295569747003476,4.255754906826969,0,0,5,0,5,0,0,1,31.631350685977363
TEL_165,Rural,4G,Postpaid,27.658785531507345,1.9097950345524377,0,2,4,0,87,0,1,1,68.12180006245431
TEL_166,Urban,4G,Prepaid,18.25947417092999,0.10017228471544681,0,0,2,0,84,0,0,1,88.43154302862888
TEL_167,Urban,4G,Prepaid,13.835222692321267,4.828044731802279,0,0,3,0,91,1,1,1,53.887193059652574
TEL_168,Suburban,5G,Postpaid,25.245120733384248,2.92698690165543,0,4,4,0,80,0,0,1,216.71779338435422
TEL_169,Urban,5G,Prepaid,37.60792601960129,3.2806378520233315,0,4,3,0,60,0,0,0,335.0329920148801
TEL_170,Suburban,5G,Prepaid,28.13662922506021,4.847771046292856,0,1,3,0,14,0,0,1,224.48430822994902
TEL_171,Urban,4G,Prepaid,3.3814354837361233,4.027344824370761,1,0,3,0,36,1,0,1,79.90681763798389
TEL_172,Suburban,5G,Postpaid,15.577572724033004,0.8055258914530528,0,1,3,0,90,0,0,0,212.35149255247987
TEL_173,Urban,5G,Prepaid,8.75788759789739,1.3734612308508665,0,2,4,0,32,0,0,0,233.53850918483755
TEL_174,Urban,5G,Postpaid,26.354083421458036,4.225814747860838,1,0,3,0,1,0,1,1,225.7805749654554
TEL_175,Urban,5G,Prepaid,14.497240440374043,0.5632482911820735,0,0,4,0,60,0,0,0,199.21933066607372
TEL_176,Rural,4G,Postpaid,20.811705559949544,2.4870559798917338,0,1,4,0,93,0,1,1,83.58938714345112
TEL_177,Suburban,4G,Postpaid,13.034296782839608,0.08182737591424849,0,2,2,0,58,1,0,0,17.337424694831938
TEL_178,Urban,5G,Prepaid,13.801776426778321,1.3029314737552506,1,1,5,0,90,0,1,1,200.7946438664846
TEL_179,Suburban,4G,Prepaid,17.65715116162326,1.1017424243953533,0,0,3,0,19,0,1,0,55.22372779412485
TEL_180,Urban,5G,Prepaid,12.91878334061369,3.9362757022494925,0,0,2,0,10,0,0,1,257.5120526645068
TEL_181,Rural,4G,Postpaid,14.261070562507246,0.49257259642773,1,0,2,0,75,0,0,0,20.1470971117191
TEL_182,Urban,5G,Postpaid,12.175278739434516,4.2935135239961255,0,1,5,0,10,1,0,1,188.71187811544524
TEL_183,Urban,4G,Prepaid,14.614944085793713,0.6059750193385149,0,1,5,0,93,0,0,1,26.49487052863259
TEL_184,Suburban,4G,Postpaid,4.924086539724453,3.9659612363653385,0,0,2,0,82,0,0,1,-2.6054340165773304
TEL_185,Rural,4G,Prepaid,24.28328854049102,3.652030073642056,0,1,4,0,6,0,0,0,0.6094958105658463
TEL_186,Suburban,4G,Prepaid,11.818739143946575,0.6354584711010852,1,3,4,0,62,0,1,1,-14.75245685838598
TEL_187,Rural,5G,Prepaid,18.19415379744202,1.3751426131774562,0,3,4,0,35,0,1,0,197.36177975022093
TEL_188,Urban,5G,Prepaid,12.65814703941317,4.6299226979350845,0,0,5,0,94,0,0,1,246.78262575755684
TEL_189,Suburban,4G,Prepaid,10.141420178764655,4.320871612399043,0,1,4,0,92,0,0,1,51.863659271894115
TEL_190,Suburban,4G,Postpaid,20.48091765039038,0.18550968673600343,0,3,3,1,46,0,0,0,0.0030922099998562658
TEL_191,Suburban,5G,Prepaid,21.691652781033763,4.169404287712306,0,1,5,0,38,0,1,1,235.9941481744498
TEL_192,Rural,5G,Postpaid,3.110234756872516,0.475170417816389,0,1,3,0,32,0,1,0,219.50901502987807
TEL_193,Suburban,4G,Postpaid,4.909782140921196,3.6277101237685376,0,1,1,1,22,0,0,1,-36.66591781655171
TEL_194,Urban,5G,Prepaid,8.758619902721628,2.3514735298384695,0,2,5,0,53,0,0,0,165.77050853437703
TEL_195,Suburban,4G,Postpaid,21.186113398301625,0.8593133465495284,0,0,5,0,79,0,0,0,58.509632407155095
TEL_196,Urban,4G,Prepaid,5.163877854041226,4.57208215162045,1,0,4,0,79,1,1,1,11.973326886009632
TEL_197,Urban,4G,Prepaid,6.626994340803445,1.2939025971620328,0,1,5,0,37,1,0,1,37.024626784289126
TEL_198,Rural,4G,Postpaid,29.82508332674361,1.3883112889901505,0,2,4,0,11,0,0,0,65.25923500003745
TEL_199,Urban,5G,Postpaid,29.44483743640729,3.3813497042557357,0,2,3,0,58,0,0,1,212.53188841468278
TEL_200,Urban,4G,Prepaid,24.176425768776195,1.25948889514368,0,0,5,0,84,0,0,0,46.72581757888796
TEL_201,Urban,4G,Postpaid,20.678626639162502,0.34108013827353345,0,0,5,0,62,1,0,0,91.13254172186946
TEL_202,Urban,5G,Prepaid,15.982774057461679,3.630123701312108,0,1,5,0,48,0,0,1,211.6400921136154
TEL_203,Urban,5G,Postpaid,15.330207177094277,2.402223498446357,0,1,5,0,21,0,0,1,160.00213653508368
TEL_204,Urban,4G,Prepaid,13.143106105123518,3.442108906596961,0,0,4,1,81,0,0,1,29.705641370680016
TEL_205,Urban,5G,Prepaid,30.78158323263282,0.03772118810090708,0,2,4,0,9,0,1,0,291.689846891633
TEL_206,Rural,4G,Prepaid,15.617489124144214,2.9011092103466356,0,0,4,0,81,0,0,1,8.815354612766146
TEL_207,Urban,4G,Prepaid,12.399843535870767,0.29751518656302545,0,0,5,0,79,0,0,1,23.166045336797808
TEL_208,Urban,5G,Postpaid,12.676061892856323,3.114664964915069,0,0,4,0,42,0,0,0,184.26778560982146
TEL_209,Urban,5G,Prepaid,14.377298828874446,0.31466437525484836,0,2,5,0,24,1,0,0,252.99773609027056
TEL_210,Urban,5G,Prepaid,12.317436418862593,0.9003749941676537,1,1,1,0,20,1,1,1,227.2841165296877
TEL_211,Suburban,5G,Prepaid,9.599074043294976,1.85767179337829,0,0,5,0,92,1,0,1,116.09909451366791
TEL_212,Urban,4G,Postpaid,10.78107451701347,1.956307022417666,0,1,2,0,2,0,0,1,44.80361834842057
TEL_213,Rural,5G,Postpaid,26.768104177757955,2.412035310695513,0,2,4,1,56,0,1,0,284.60629841810277
TEL_214,Urban,4G,Postpaid,24.966750795825625,2.7476507030858905,0,1,5,0,54,0,0,0,32.64113856989016
TEL_215,Urban,4G,Postpaid,16.51594645408008,2.779899999248752,1,1,4,0,18,1,0,1,57.75346893461228
TEL_216,Suburban,5G,Prepaid,16.342115846276666,2.3551951097316977,0,0,1,0,89,0,0,1,287.9296253867577
TEL_217,Suburban,5G,Postpaid,7.49757917820977,4.250260491280255,0,0,2,1,81,1,0,1,184.6341690844971
TEL_218,Rural,4G,Postpaid,28.12142238911584,3.040965803781168,0,0,1,0,18,0,0,1,65.07574526595863
TEL_219,Urban,4G,Prepaid,18.34939647303795,3.1933711045973894,0,2,1,0,84,0,0,0,10.700555607710477
TEL_220,Rural,5G,Prepaid,53.75479285773039,2.819489577439968,0,2,2,0,79,0,0,1,306.95304409384687
TEL_221,Suburban,5G,Postpaid,29.25221435515122,0.7558165782235732,0,0,1,0,29,0,1,1,209.0668666890816
TEL_222,Suburban,4G,Postpaid,14.487686742540028,1.4612984628312216,0,0,5,0,37,0,1,1,67.41126678294692
TEL_223,Urban,4G,Prepaid,23.00004006473752,3.594527646100811,0,0,4,0,42,0,1,1,73.83163553341976
TEL_224,Urban,4G,Postpaid,6.857172980315275,2.138240449883841,0,1,2,0,90,0,0,1,-33.8992273133681
TEL_225,Urban,4G,Postpaid,27.701442821055327,3.7490798229255313,0,2,2,0,68,0,0,1,120.85549957200209
TEL_226,Rural,5G,Prepaid,9.620129408935398,0.6631339279688225,0,1,5,0,50,0,0,0,200.11505687180153
TEL_227,Urban,5G,Postpaid,32.474709037286885,2.1458082285819997,0,1,1,0,13,0,0,0,262.9872333037872
TEL_228,Urban,5G,Prepaid,15.43984546714725,3.302969805791295,0,1,3,1,46,0,1,1,148.2399654295542
