user_id,geo_region,country,language_preference,plan_tier,billing_cycle,profile_count,hours_streamed_30d,hours_streamed_90d,binge_watch_flag,completion_rate_pct,buffering_events_30d,video_quality_rating,days_since_last_stream,payment_failures_30d,support_contacts_30d,app_store_rating,early_warning_flag,offer_sent,churn_flag,ltv_6m
OTT_21,North America,UK,German,Basic,Monthly,1,49.1080139133553,69.83694587634818,0,48.38378726881728,6,2,22,0,0,3,0,0,1,5.3483142832484
OTT_22,LATAM,IN,Hindi,Premium,Monthly,3,40.30319617226408,12.692481953397316,0,57.75924558570972,5,5,47,0,1,4,0,1,0,93.04801069097292
OTT_23,LATAM,UK,Hindi,Basic,Monthly,2,45.779986585924185,136.01100020345982,0,71.36701249697461,1,5,44,1,0,5,0,0,1,-31.847108278615092
OTT_24,North America,BR,German,Standard,Annual,3,38.714525381860796,39.680644862136965,1,75.78627429407479,2,3,56,0,1,4,1,1,1,57.36131907490714
OTT_25,North America,IN,German,Standard,Monthly,2,27.81040889787283,46.015129629947225,0,59.15444468140845,0,5,52,0,0,4,0,1,0,40.08887469720353
OTT_26,LATAM,BR,English,Standard,Monthly,5,94.17006148855606,74.97825368783136,1,55.02910418249405,0,3,1,0,0,3,0,0,1,103.22023412646006
OTT_27,LATAM,BR,German,Standard,Annual,3,20.20799569642178,96.27661022005668,0,70.04830343588225,0,2,37,0,4,2,0,1,1,143.02300824514455
OTT_28,South Asia,DE,German,Standard,Annual,5,44.29425922062711,32.75202449644284,0,86.51624452247137,2,3,46,0,1,1,0,1,1,114.95006443296029
OTT_29,South Asia,IN,German,Basic,Monthly,3,31.707636644400885,53.23634860139851,1,87.23900733289568,3,4,16,1,0,3,1,1,1,57.8031270416901
OTT_30,LATAM,US,English,Basic,Monthly,3,35.68043998961694,105.00157246122289,1,49.54438086247613,1,1,14,0,0,5,0,0,1,-6.684558313770136
OTT_31,North America,DE,English,Basic,Monthly,1,5.298870134646812,61.43713462783548,0,61.24457014169182,0,2,2,0,4,4,0,0,1,13.954566532936587
OTT_32,North America,DE,Hindi,Basic,Monthly,3,18.172642871978802,173.55446398104377,0,66.69946952535973,1,1,12,0,0,5,0,0,1,57.43936517425523
OTT_33,LATAM,BR,English,Basic,Monthly,5,20.18945975991583,44.30557410968331,1,43.89407109411791,2,3,29,0,1,2,1,0,1,22.3058619015197
OTT_34,Europe,UK,Spanish,Basic,Annual,1,42.35007578095397,227.44699505297305,0,46.73788971273832,1,2,47,0,0,3,1,1,1,-14.829495299291239
OTT_35,North America,IN,English,Standard,Monthly,3,7.295105400633076,28.360967793912245,0,49.90454583623159,1,3,29,0,0,3,0,0,0,42.510434403858355
OTT_36,North America,IN,Spanish,Premium,Monthly,2,44.419583010252886,35.302280163901145,0,52.223681235507044,2,5,52,0,1,3,0,1,1,109.40507228263944
OTT_37,LATAM,BR,English,Basic,Monthly,1,32.32389396136887,215.23488848884614,0,55.15121591944488,3,1,42,0,2,5,0,1,1,-14.273774921892102
OTT_38,Europe,US,English,Standard,Monthly,3,27.71817993840986,40.7345947077642,1,70.37247664180512,1,2,54,0,0,5,1,0,1,111.18047446087269
OTT_39,North America,IN,English,Standard,Monthly,3,5.089006016781248,73.59969641459418,1,99.34970393428969,2,3,20,0,2,3,0,1,1,124.53512280021408
OTT_40,LATAM,DE,Spanish,Standard,Annual,5,3.493044658129989,56.294670758983486,1,83.94802318227603,5,1,12,0,2,4,0,0,0,39.07798417036576
OTT_41,Europe,US,Hindi,Standard,Monthly,5,10.50507691730488,51.46284807624601,1,43.81277808670049,1,1,45,2,1,4,1,0,1,76.4101258926657
OTT_42,North America,UK,Spanish,Basic,Monthly,2,7.397658516333188,52.63677007623739,1,43.319296180527864,2,2,57,1,1,5,0,1,0,33.06794472643894
OTT_43,South Asia,DE,Spanish,Premium,Monthly,5,19.655650477293833,157.38289656380746,0,43.267757558578666,0,5,51,0,1,4,1,1,1,125.95047911457159
OTT_44,North America,DE,English,Basic,Monthly,3,16.68766869846838,41.047090200668464,0,42.70278325416845,1,5,58,0,3,5,0,1,0,42.27645562690145
OTT_45,Europe,DE,Spanish,Premium,Monthly,1,9.993909771019219,11.51754567806839,0,42.81367713205876,2,1,58,2,0,5,0,0,1,116.96829315008836
OTT_46,South Asia,DE,Hindi,Premium,Annual,2,93.8610067632475,11.045604236952704,0,96.19585488505112,0,1,47,1,0,4,0,0,1,98.3585885260629
OTT_47,South Asia,UK,English,Basic,Annual,4,19.46737669334943,36.198870964019086,1,95.81055489484919,2,4,41,0,1,4,1,0,1,14.837940786781703
OTT_48,North America,US,Hindi,Standard,Annual,1,41.32516422531484,11.095861665685398,0,96.94219104499305,0,3,57,0,2,4,0,0,0,120.42046394998067
OTT_49,South Asia,UK,Hindi,Premium,Annual,3,25.946210864337512,63.96649336140733,0,88.43070294470462,0,5,6,1,1,5,0,0,0,167.78142869078422
OTT_50,Europe,UK,English,Basic,Monthly,2,25.12691543676994,12.324399903639682,0,62.359788373910945,3,5,35,0,0,2,0,0,1,64.06681886243194
OTT_51,LATAM,IN,German,Standard,Monthly,5,14.437030865461782,59.40549753946151,0,98.87466408229047,3,3,44,0,2,3,0,0,1,109.66169281601496
OTT_52,LATAM,DE,Hindi,Standard,Monthly,1,21.215284251193253,12.99312852874746,0,59.22000258316529,2,2,27,0,1,4,0,0,0,97.35019782563197
OTT_53,LATAM,DE,German,Premium,Annual,3,23.158029962799354,74.07559991643123,0,57.27680598000145,1,5,9,0,4,3,0,0,0,153.74813850492478
OTT_54,North America,IN,Hindi,Basic,Monthly,1,6.361130601596243,55.727351265827544,0,61.8760394124367,1,1,4,0,0,5,0,0,1,2.1991379141662826
OTT_55,LATAM,IN,English,Premium,Monthly,1,30.731775499154786,67.80083320043016,0,80.44408492849202,3,4,19,0,0,2,1,1,1,139.7861217709053
OTT_56,North America,US,German,Standard,Monthly,2,5.05016453283377,81.31418900541746,1,92.94978978717577,4,5,18,0,0,4,0,0,0,89.76793013688507
OTT_57,Europe,BR,English,Premium,Annual,2,15.455147773098266,46.67303580451308,0,43.073241896732526,5,5,16,0,1,1,0,0,0,140.23526010949902
OTT_58,North America,DE,Spanish,Premium,Monthly,5,23.66390141405735,76.4737893688887,0,53.23966738822492,5,1,5,0,2,3,0,0,0,92.32161319980636
OTT_59,North America,DE,German,Standard,Monthly,1,3.302058624447354,107.612092552165,0,92.03766468907051,0,3,18,0,1,3,1,0,0,85.45439720142389
OTT_60,South Asia,BR,German,Basic,Annual,5,30.13977138672186,64.68866295632961,0,90.91759568724518,5,5,47,0,1,4,0,1,0,17.559856868067634
OTT_61,LATAM,UK,Hindi,Standard,Annual,5,13.81585107140883,127.3549899458969,1,41.94204054870994,1,5,2,1,0,1,0,0,1,113.83732964540879
OTT_62,Europe,UK,German,Basic,Monthly,2,48.77195493213834,36.31764729936339,1,73.37965584483553,3,3,28,1,2,5,0,0,1,31.360503549110774
OTT_63,North America,IN,German,Basic,Annual,2,24.205741259533326,65.27110180943556,0,46.478373923810125,1,4,42,0,2,1,0,1,1,32.404849243368986
OTT_64,North America,BR,German,Basic,Annual,4,13.883653935584704,86.00823712562398,0,40.99155130454439,1,3,30,0,2,1,0,0,0,30.67893903956664
OTT_65,North America,UK,Hindi,Premium,Monthly,2,25.740252056032944,79.10085593393137,1,63.693991908594526,1,2,0,0,2,4,1,0,1,122.1778489594291
OTT_66,LATAM,UK,Spanish,Basic,Monthly,4,8.95972297263248,51.15277853512983,1,65.04563053121947,1,1,7,0,0,1,0,0,0,39.90670186303376
OTT_67,LATAM,DE,Spanish,Standard,Monthly,3,22.919208741584686,130.1527345981164,1,45.31671125022584,5,3,2,0,0,3,1,1,1,86.132206850357
OTT_68,South Asia,DE,English,Basic,Monthly,4,17.157713524917376,101.67394881116141,0,87.69084973809026,3,1,52,0,1,4,0,1,1,35.264877605779255
OTT_69,Europe,IN,Spanish,Standard,Monthly,4,37.89687957048012,75.85991700004935,0,76.27647296301927,4,1,23,1,1,2,0,0,1,106.099323576535
OTT_70,LATAM,DE,German,Basic,Monthly,5,20.931627487204715,42.1801378014012,0,74.20277815439647,1,4,49,0,0,3,0,1,0,-2.197274449253957
OTT_71,North America,BR,German,Premium,Monthly,2,78.70715188034512,50.932184132867825,0,97.27141435083001,2,3,4,0,0,1,0,0,1,121.0458450542731
OTT_72,Europe,IN,Hindi,Basic,Annual,1,53.198694702728176,17.937461208083274,1,70.9753248781887,2,3,15,0,2,1,1,1,1,-23.302677049540236
OTT_73,LATAM,BR,English,Basic,Monthly,2,5.217248179529886,53.09576664775213,0,93.63436443463121,4,2,21,2,1,4,0,0,1,31.48605774795304
OTT_74,LATAM,US,English,Basic,Monthly,5,8.118315189486298,21.678599550480097,1,82.72435455678813,3,3,17,0,1,4,0,1,0,19.29061017295013
OTT_75,North America,UK,English,Standard,Annual,4,13.24797938195313,89.1509419158609,1,55.04921436060414,2,1,40,0,1,5,0,0,1,105.59785980295011
OTT_76,LATAM,US,Spanish,Premium,Monthly,5,4.837775558024039,55.13045795346319,0,89.32654827656259,2,5,14,0,1,3,1,0,0,129.23519152045347
OTT_77,North America,UK,Hindi,Basic,Annual,3,33.97132988825699,82.59778723940417,0,49.061191802203055,0,3,7,1,0,4,0,0,1,39.16492060378499
OTT_78,Europe,BR,German,Standard,Monthly,4,26.780802469432075,42.42314360693243,0,67.71402329733183,1,4,0,0,2,5,0,0,0,47.537600093183165
OTT_79,North America,US,Hindi,Premium,Monthly,1,57.39633276940162,27.66944990203325,1,62.43401240330241,3,4,24,0,1,3,0,0,0,126.99287366542946
OTT_80,LATAM,DE,English,Basic,Monthly,4,14.550890008861003,118.83070055406314,0,56.287312979325705,1,5,4,0,2,4,0,1,0,31.661966221946777
OTT_81,Europe,US,German,Standard,Monthly,5,12.191759238368554,48.95699328556332,1,55.927230486524735,3,1,15,0,1,4,0,1,0,96.47126967557845
OTT_82,LATAM,UK,Hindi,Basic,Annual,3,60.37682871699995,104.44224932350835,0,86.67466080051113,4,2,36,0,3,4,0,0,1,25.650860274647478
OTT_83,LATAM,IN,English,Premium,Monthly,3,30.822025058837724,60.75924010644741,0,57.43194875120604,1,2,55,0,0,5,0,0,1,115.14964214589557
OTT_84,LATAM,DE,Hindi,Premium,Monthly,2,25.197543808299407,55.48949561695151,0,93.87727770222584,2,5,57,0,0,4,0,0,0,148.10129848437208
OTT_85,Europe,DE,Hindi,Basic,Monthly,5,35.559962707983146,39.6499245381297,1,42.58799990713556,0,1,44,1,0,4,0,1,1,14.960952408654407
OTT_86,LATAM,US,Hindi,Standard,Monthly,2,2.018105959775525,60.339093718460404,0,43.500817599267556,2,1,34,0,2,4,0,0,1,117.27268523756251
OTT_87,LATAM,UK,Spanish,Premium,Monthly,1,29.581282469677312,152.44003899391484,1,56.412585522077364,1,3,41,1,1,5,0,0,1,161.56619708209817
OTT_88,North America,US,Spanish,Standard,Monthly,2,49.671903907462834,44.10947460825695,0,66.39698170362351,3,3,6,0,0,3,1,1,1,97.79764754669986
OTT_89,LATAM,DE,Hindi,Premium,Monthly,3,7.600112618668824,45.27803086166456,0,74.57949474103978,1,5,26,0,1,4,1,0,0,120.40390090620178
OTT_90,Europe,DE,English,Premium,Monthly,5,40.51441665120562,16.65939271965681,0,93.1981117455415,0,3,55,0,1,3,0,1,0,155.52827650765198
OTT_91,LATAM,BR,Spanish,Basic,Monthly,2,24.233912358854816,52.7284328443243,0,52.289550751273566,3,1,15,0,2,4,0,0,1,28.94591028907339
OTT_92,South Asia,DE,Spanish,Standard,Monthly,3,25.486524409795603,42.84787767008257,0,95.28946389021232,0,1,0,0,1,2,1,0,1,66.8176274431145
OTT_93,Europe,BR,Spanish,Standard,Monthly,1,35.294770178280956,66.11210045956872,0,86.37170512963367,2,2,39,0,2,3,0,0,0,51.65184719044212
OTT_94,Europe,US,Spanish,Basic,Annual,5,6.833712506671022,104.85317404118321,1,45.941580130387464,1,4,13,0,1,3,1,1,1,-1.0197201228900852
OTT_95,Europe,DE,Hindi,Basic,Monthly,1,13.725266326431761,43.68726322349507,1,43.53690192870832,1,4,15,0,1,3,0,0,0,19.826373990270184
OTT_96,Europe,IN,German,Premium,Annual,1,46.18631552907419,34.110640199024395,1,73.44714093440861,1,4,57,1,0,4,0,1,1,137.68327725843443
OTT_97,Europe,UK,German,Basic,Monthly,4,29.72064849118074,58.14390028353179,1,79.56531938907715,2,4,59,0,0,4,0,1,0,19.19281052935787
OTT_98,LATAM,IN,German,Basic,Annual,3,12.552819320417552,63.987093716315805,1,47.43475597436979,1,4,3,1,2,2,0,0,0,-36.16786825811431
OTT_99,LATAM,DE,English,Premium,Annual,1,10.429262142186305,93.83506524527172,0,47.74441355827882,0,5,30,0,1,5,1,0,0,125.09860790642603
OTT_100,South Asia,DE,Spanish,Premium,Monthly,4,16.67444688339169,53.605813411931095,1,56.508710187418046,4,5,32,1,0,3,0,1,0,175.94842127914302
OTT_101,LATAM,BR,Hindi,Premium,Monthly,3,39.96992721138078,52.797999086931156,0,71.88300907235354,4,5,42,0,0,4,0,0,1,178.4267966308756
OTT_102,South Asia,DE,German,Standard,Annual,4,22.91374756615982,34.14288443419292,0,47.986263667594905,4,2,25,0,0,4,0,0,0,128.41438614264158
OTT_103,South Asia,BR,English,Basic,Monthly,2,14.222730372306692,83.23614689593379,1,48.084490816761836,4,4,19,0,1,5,0,0,1,-16.13082871177969
OTT_104,Europe,IN,German,Standard,Monthly,2,19.393771480113543,46.105986450860385,0,63.70472511559454,1,5,28,0,0,3,1,0,1,69.22772713192637
OTT_105,LATAM,US,German,Basic,Monthly,3,71.16662242754813,33.2155474276527,1,88.89475036360722,2,3,59,1,1,4,0,0,1,43.19566552381332
OTT_106,LATAM,US,English,Basic,Annual,1,28.63212091776583,6.151945002167767,1,95.11414978199461,2,1,48,1,2,2,0,1,0,13.456610081181045
OTT_107,LATAM,DE,German,Basic,Monthly,4,24.15711061551097,48.44774970243221,0,72.1554684177016,0,2,9,0,0,4,1,1,0,26.811804558630758
OTT_108,South Asia,US,English,Basic,Monthly,1,38.289095466199875,31.92198467928619,1,43.370734235436714,3,5,44,1,0,4,0,0,1,-24.884328874021286
OTT_109,LATAM,US,German,Standard,Annual,2,21.57860118351365,3.1962983980956348,0,84.97195114492399,2,3,58,0,1,5,0,0,0,105.63967986401761
OTT_110,North America,DE,Spanish,Premium,Annual,2,19.91866446042394,137.69471099136013,1,88.01340199718926,3,3,11,1,0,1,0,1,1,210.2871822785773
OTT_111,North America,IN,Hindi,Premium,Annual,2,48.017270505296835,77.36375838371387,1,59.88787753170298,3,3,40,0,1,4,0,0,1,166.60217130672916
OTT_112,Europe,UK,Hindi,Standard,Monthly,5,44.49423212863829,52.03083609410504,0,89.8495511850964,2,5,56,0,0,4,0,0,1,95.62563089257014
OTT_113,LATAM,BR,German,Standard,Monthly,5,10.513331823311608,28.212865204626958,0,64.76204683514659,2,1,30,0,1,4,0,0,1,116.69405472290076
OTT_114,Europe,US,English,Basic,Monthly,2,22.701798998449195,12.854392653024869,0,50.046843119943844,2,3,34,0,1,2,0,0,1,56.42272131322957
OTT_115,Europe,IN,English,Premium,Monthly,2,9.250765371905972,50.932677101731585,0,77.57935737413013,2,2,45,0,0,4,0,0,0,158.63034657397228
OTT_116,North America,UK,Spanish,Premium,Monthly,2,22.682037086373004,54.9102855067136,0,82.00976859320807,2,3,46,0,0,4,0,0,0,137.11899274116337
OTT_117,LATAM,UK,English,Standard,Monthly,4,45.511394831230135,118.99666847970363,0,66.14751185129609,1,3,17,0,0,4,0,0,1,79.25931884010556
OTT_118,South Asia,BR,Spanish,Basic,Annual,4,4.396948720975288,14.69551414409425,0,92.68541680567128,3,3,13,1,0,4,0,1,1,21.393721365161703
OTT_119,South Asia,US,Hindi,Basic,Annual,4,11.080656725644745,17.01576270884314,0,48.44676929010016,1,5,41,0,2,1,0,0,0,32.66037737536988
OTT_120,North America,BR,English,Standard,Monthly,1,16.35907933859928,80.80922538091991,1,66.1804808048622,1,1,9,0,2,3,0,1,1,75.94769176842522
OTT_121,North America,DE,Spanish,Basic,Annual,2,6.939524067398702,81.4385545816966,0,48.95183622348829,2,5,37,0,1,5,1,0,1,13.224281552490584
OTT_122,Europe,DE,Spanish,Basic,Annual,3,5.961209995016391,28.62894106107189,1,70.69456643481307,1,2,24,0,1,5,0,1,0,37.653931645618904
OTT_123,North America,DE,German,Premium,Monthly,2,1.5011348240080955,43.98001060331544,0,56.5342267081659,2,2,22,1,2,1,0,1,1,131.90647674309147
OTT_124,LATAM,IN,Spanish,Standard,Monthly,4,24.014296407247826,38.71431594874863,1,40.14696627762277,1,2,57,0,1,4,0,0,1,113.3797148356003
OTT_125,LATAM,IN,Spanish,Standard,Monthly,4,10.70705513567163,148.63771739812717,0,45.32075824313589,2,2,39,0,1,5,0,0,0,36.14488272320777
OTT_126,LATAM,BR,Hindi,Basic,Annual,1,0.617343353855533,72.74504631689213,0,75.91108475029802,1,5,30,1,4,2,0,0,1,-43.58588242459049
OTT_127,North America,US,English,Standard,Monthly,5,8.046226393260362,84.66742620693658,0,96.69818022535507,0,1,55,0,0,4,0,1,1,96.83542554718703
OTT_128,North America,BR,Hindi,Standard,Monthly,1,41.64123665230223,130.573678092368,0,84.27062106543923,1,5,45,0,1,1,0,0,1,93.8564504938564
OTT_129,LATAM,UK,Hindi,Standard,Monthly,4,42.55366533949662,52.76251060551902,1,46.88909235258389,5,4,31,0,1,4,1,0,1,150.6086384643055
OTT_130,North America,DE,German,Basic,Monthly,5,9.323364277504199,39.03896643944953,0,88.05485282665566,2,3,16,0,2,5,1,0,1,-42.72474175096456
OTT_131,South Asia,IN,German,Standard,Monthly,3,11.179609899150181,54.27297915144707,0,48.1671595923612,3,2,5,1,1,1,1,0,1,130.94475618938802
OTT_132,South Asia,DE,German,Premium,Monthly,3,54.07859339761104,144.7144021272935,1,77.60045060854783,3,2,34,0,2,2,0,1,1,140.52269777298048
OTT_133,South Asia,UK,German,Premium,Monthly,1,10.206143509259629,75.50784405332213,0,58.210703510735186,5,3,27,0,2,4,1,0,1,85.16682689442226
OTT_134,LATAM,IN,German,Basic,Monthly,1,11.579908450560657,84.91829072058121,1,56.68419877759034,2,4,42,0,0,2,0,0,1,-10.670891334167493
OTT_135,LATAM,US,Hindi,Basic,Monthly,3,38.31839128780888,82.76244549594301,0,85.65632369680426,3,2,47,0,1,3,0,0,0,9.092499195666393
OTT_136,LATAM,UK,Hindi,Standard,Annual,5,35.517646960353545,61.76075382570344,0,58.434080203476135,0,3,47,0,0,5,0,0,1,100.28728072279137
OTT_137,Europe,US,German,Standard,Monthly,2,23.990755610387332,313.15168345552416,0,41.8043812908928,5,3,14,0,1,4,0,0,1,108.9253167169025
OTT_138,South Asia,US,Hindi,Basic,Monthly,1,63.35253349836083,69.8768805801061,0,50.84705551792392,2,1,27,0,1,5,1,0,1,9.113244936615569
OTT_139,LATAM,US,Spanish,Premium,Monthly,5,29.73722031123347,30.277259889326253,0,54.831014000199175,2,4,24,0,1,5,0,1,0,170.61566145508357
OTT_140,LATAM,IN,Spanish,Standard,Monthly,1,20.60206880387457,37.13144259522422,1,74.14138367999425,0,4,54,0,2,3,0,0,1,119.00317543414636
OTT_141,Europe,DE,German,Standard,Monthly,5,3.981756605717303,2.6543061405470008,1,40.53578063253934,1,1,6,0,4,5,0,0,0,88.67138749094246
OTT_142,North America,IN,Spanish,Basic,Annual,1,39.7498875014051,47.35268021581054,1,90.94937144831195,6,2,38,0,1,3,0,1,1,-49.72014267755353
OTT_143,North America,BR,Spanish,Standard,Monthly,2,60.61375901721366,33.3940561329721,1,56.72548458791534,2,2,55,0,2,4,0,0,1,16.45017305556378
OTT_144,LATAM,BR,Hindi,Basic,Monthly,5,1.686419876021414,28.617451471605296,0,58.57834357719845,1,4,31,1,1,4,0,0,1,53.6419011899383
OTT_145,Europe,US,German,Basic,Monthly,4,6.458948426914558,35.38843667711076,0,71.52348082131999,1,5,58,0,0,1,0,0,1,14.359568449964707
OTT_146,North America,US,Spanish,Premium,Monthly,1,41.93462552594923,87.14178778980605,0,93.2076096575829,1,4,53,1,1,2,0,0,1,84.58173714544637
OTT_147,South Asia,UK,English,Premium,Monthly,1,23.75060817316157,71.62481809584966,1,56.10444219504632,2,2,58,0,1,3,1,0,1,98.2011005708145
OTT_148,South Asia,US,English,Standard,Monthly,2,7.449800468369162,43.06187145743111,0,57.44019844890267,4,3,55,0,0,1,0,1,1,87.73531821137371
OTT_149,Europe,UK,English,Basic,Annual,5,8.54087454404922,38.811100489874626,0,89.7467459337251,2,4,51,0,1,4,0,0,1,-9.583864758285472
OTT_150,South Asia,US,Hindi,Basic,Monthly,1,15.10138019930467,42.332426195742485,0,95.33383204253468,6,2,13,0,2,5,0,0,1,-73.42395451205267
OTT_151,Europe,BR,German,Basic,Monthly,3,30.028628611588687,83.25271940782214,0,58.29134258077107,2,3,1,1,2,5,0,0,1,6.824505837491529
OTT_152,North America,IN,Spanish,Basic,Monthly,5,14.467256342969474,71.2695508942189,0,62.70349050430747,2,5,26,0,3,4,0,0,0,28.212016262542704
OTT_153,LATAM,BR,Spanish,Standard,Annual,5,17.911277326164306,38.01108116369231,0,52.1057638177963,1,5,49,0,1,5,0,0,1,155.470345312574
OTT_154,LATAM,UK,German,Basic,Monthly,3,20.67512323105066,67.02831610469345,0,57.8780043778674,3,2,20,1,0,4,0,1,1,27.74466876360011
OTT_155,Europe,US,Spanish,Basic,Annual,4,19.26086741089669,91.42494667040962,1,59.468140292311034,3,5,27,0,0,4,0,0,0,35.70927449075887
OTT_156,South Asia,US,Spanish,Standard,Monthly,5,14.088952420724365,51.088357342471866,0,52.69030198135597,2,4,46,0,1,2,0,0,0,107.90853565002413
OTT_157,LATAM,DE,Spanish,Standard,Monthly,4,19.388066887965287,32.476129204436795,0,99.96895363368603,2,3,53,1,3,3,0,0,1,107.01176499980397
OTT_158,Europe,US,English,Premium,Monthly,1,27.039627607667832,142.8255453810124,0,50.96705420472397,3,4,5,0,1,3,0,1,1,121.91386502803222
OTT_159,North America,US,Hindi,Premium,Monthly,1,37.23415090560181,113.78928493677962,1,79.94187287684014,2,2,9,0,0,2,0,0,0,130.03606110906495
OTT_160,North America,US,English,Basic,Monthly,5,23.70329859956204,58.786994358924105,0,70.88039683367091,3,1,49,0,3,3,0,1,0,94.54895950504073
OTT_161,Europe,IN,English,Standard,Monthly,1,59.561249732526434,18.01179082813142,1,76.79526430485583,2,2,58,0,0,2,0,1,0,62.24546087683088
OTT_162,Europe,IN,Hindi,Premium,Monthly,1,17.686632924414532,37.90879266921256,0,61.559424829950196,3,3,17,0,2,5,0,1,1,152.7716386549265
OTT_163,Europe,US,Spanish,Basic,Monthly,4,11.311551580572242,36.55189245432468,0,71.66826962575271,1,5,49,0,0,4,0,0,1,20.81742746861623
OTT_164,South Asia,IN,Hindi,Standard,Monthly,1,16.483213497895314,9.533228900962882,0,45.20660379393037,2,4,33,0,1,4,0,0,1,49.02725285376539
OTT_165,North America,US,German,Premium,Monthly,4,59.180399781382434,23.226291932655776,0,99.16228548378614,7,1,6,0,0,5,1,0,1,130.45414078116235
OTT_166,North America,UK,Hindi,Premium,Monthly,3,25.208126431276078,98.0079671002259,1,57.71002265365671,2,2,17,1,1,4,0,1,1,151.28360143274435
OTT_167,South Asia,BR,English,Standard,Monthly,1,23.35414283851148,119.49947722135992,1,49.15187336857961,2,4,1,0,2,3,0,0,0,42.70508877667189
OTT_168,South Asia,DE,Hindi,Premium,Monthly,4,58.19791907656984,22.301590277236517,0,86.12461347941434,1,4,8,0,0,5,1,0,1,151.15603025440936
OTT_169,South Asia,BR,Hindi,Standard,Annual,2,12.93511605906496,5.180634078714213,1,75.41784617442063,1,4,0,0,1,4,0,0,0,135.84080461133755
OTT_170,North America,UK,Spanish,Standard,Monthly,3,17.257306936077907,99.21916731736144,1,62.98065746686579,4,5,16,0,1,1,0,0,1,110.65595464203017
OTT_171,South Asia,UK,English,Standard,Monthly,1,17.526951905566186,70.69714476727944,1,65.59032462603234,1,4,2,0,1,2,0,1,0,86.01685596578751
