customer_id,geo_region,device_type,orders_30d,cart_abandonment_rate,avg_order_value,delivery_delay_flag,returns_90d,avg_review_rating,support_tickets_30d,tenure_months,early_warning_flag,offer_sent,churn_flag,ltv_6m
ECOM_101,NA,Desktop,1,0.9267125001232366,79.81604220007213,0,0,5,0,67,0,0,1,409.7062455337953
ECOM_102,APAC,Mobile,1,0.9435321404092416,154.23653997928432,0,0,5,2,63,0,0,1,788.5635238363182
ECOM_103,APAC,Mobile,2,0.34086819986559436,67.6367205124526,0,2,4,1,47,0,0,1,353.54858890161955
ECOM_104,EU,Mobile,1,0.1854470550642866,46.609914945245585,0,2,3,2,48,1,0,1,285.7390386800483
ECOM_105,NA,Mobile,3,0.3681742325811619,55.968367400059506,1,0,4,2,50,0,0,0,320.18963490429394
ECOM_106,NA,Mobile,3,0.8829975559839024,28.351528542318327,0,1,2,1,31,0,1,0,250.45893377286362
ECOM_107,NA,Mobile,2,0.7712408823186158,42.837608003628056,0,1,3,1,43,1,0,0,251.67360034007478
ECOM_108,APAC,Mobile,3,0.36513492513512324,81.60726367549819,0,1,2,0,52,0,0,1,406.2711745309103
ECOM_109,NA,Mobile,7,0.09903142862151582,249.21946231089896,0,0,1,1,14,0,0,1,914.6920432933905
ECOM_110,EU,Mobile,3,0.061716298362794686,62.88039527829624,0,1,5,1,62,0,0,1,424.63849300744454
ECOM_111,APAC,Mobile,1,0.7490785594875478,66.81163340002333,0,0,4,1,2,0,0,0,320.55187338645493
ECOM_112,APAC,Mobile,1,0.9718449220433554,23.749283187746908,0,0,2,0,39,0,0,1,299.7261791750629
ECOM_113,NA,Mobile,4,0.26902557073325084,56.15980725691651,0,1,5,1,53,1,1,1,310.1299841542282
ECOM_114,NA,Mobile,4,0.8669912933738295,238.68107307038989,0,1,4,2,64,0,1,0,946.4353038669966
ECOM_115,EU,Mobile,1,0.35804077029496195,102.1263645195632,0,2,4,1,70,0,0,1,500.4234420560576
ECOM_116,APAC,Desktop,1,0.29333753027373966,42.13595097829426,0,0,1,0,28,0,0,1,344.95485542763566
ECOM_117,NA,Mobile,5,0.02691016328591722,33.99764217113638,0,0,5,1,18,1,0,1,227.80447110198276
ECOM_118,NA,Mobile,2,0.7133897260694647,44.420935471209894,1,1,4,1,41,0,1,1,265.77956867848457
ECOM_119,NA,Mobile,4,0.14329858216509161,29.024437481456122,1,1,5,0,45,0,1,1,194.51045309861277
ECOM_120,EU,Mobile,2,0.1773424870600866,105.41018617792048,0,2,4,0,49,0,0,0,576.4628286346406
ECOM_121,NA,Mobile,2,0.4209852128742133,58.58946443694749,0,0,3,2,15,0,1,1,247.30264550682554
ECOM_122,EU,Desktop,1,0.8551989526038293,41.956292221422835,1,0,5,2,23,0,0,0,279.06399965486764
ECOM_123,APAC,Desktop,4,0.907833027800654,107.8428654217257,0,0,3,2,68,0,0,0,463.5696346453902
ECOM_124,NA,Desktop,7,0.6164251657079859,61.501408407384716,0,0,1,0,19,0,1,0,329.82305836509596
ECOM_125,NA,Mobile,4,0.3363230027270274,7.742117485689696,0,2,4,1,15,0,1,0,191.56234885516318
ECOM_126,NA,Mobile,6,0.036933247057482244,70.68144329206265,0,1,4,0,66,0,1,0,434.29090490519485
ECOM_127,APAC,Desktop,6,0.4107074400591091,19.24868963707342,0,0,5,4,23,0,0,0,254.17503808067727
ECOM_128,APAC,Desktop,3,0.9122049200390574,28.39026162242821,0,1,5,1,45,0,0,0,320.817511576856
ECOM_129,APAC,Desktop,3,0.5917488948858695,54.98826298023164,0,1,4,0,12,0,1,1,244.3073094788923
ECOM_130,APAC,Desktop,1,0.7108430062463672,292.4506307544671,0,1,5,0,38,0,0,1,1081.0415676699781
ECOM_131,APAC,Desktop,4,0.8446777902928324,121.44006979631972,0,1,2,0,26,0,0,0,543.1716729601542
ECOM_132,NA,Mobile,4,0.022700352362324594,87.93083438939858,1,3,3,3,45,0,0,1,329.00752431235367
ECOM_133,EU,Desktop,2,0.5930262239775936,142.5538639444158,0,1,2,1,66,0,1,0,613.5397340010244
ECOM_134,NA,Mobile,1,0.162326371182285,37.76064254707081,0,0,2,0,8,0,1,0,192.5387757565531
ECOM_135,APAC,Mobile,3,0.896870757630453,85.8894157408015,0,1,1,1,12,1,1,1,388.9160277092459
ECOM_136,EU,Desktop,3,0.9521900737115186,318.74191942409055,0,2,4,0,12,0,0,1,1102.2393404414968
ECOM_137,APAC,Mobile,2,0.6057801289678456,112.467270099491,0,1,4,0,36,1,0,1,531.1605992247638
ECOM_138,NA,Desktop,0,0.5539901254407917,68.33520993917021,0,1,4,1,28,0,0,0,277.1459742582608
ECOM_139,APAC,Desktop,2,0.987134109087789,37.361437894852024,1,3,4,1,39,1,1,1,327.4147656168895
ECOM_140,NA,Mobile,4,0.40261099591154026,111.02515764624285,0,0,4,0,20,0,0,0,424.31641713020264
ECOM_141,APAC,Mobile,4,0.3514572151009334,109.2351819325572,0,2,4,1,27,0,1,0,465.2356209712614
ECOM_142,APAC,Mobile,3,0.19332282951820945,72.231244983682,0,1,5,2,12,0,0,1,310.43531967516043
ECOM_143,EU,Desktop,2,0.6569733939170699,77.15943467389347,1,0,5,1,51,0,0,1,430.09188311792525
ECOM_144,NA,Mobile,4,0.875928776568294,54.5012183843165,1,1,4,1,71,0,1,1,380.90316143778233
ECOM_145,NA,Desktop,6,0.6556594436182546,136.8105878895482,0,1,4,2,18,0,0,1,600.9316050378939
ECOM_146,NA,Desktop,1,0.1481989937041439,4.94362833780734,0,3,3,1,27,0,0,1,183.90255208986358
ECOM_147,APAC,Mobile,3,0.07595084875659219,125.50976193069013,0,2,2,0,69,0,0,1,555.7466882913156
ECOM_148,EU,Desktop,2,0.40970071660916696,96.15184256831509,0,0,4,2,39,0,0,1,507.222116375425
ECOM_149,APAC,Desktop,4,0.2430214318040529,95.69513433116228,0,2,5,2,33,0,0,1,363.7754704489196
ECOM_150,APAC,Mobile,4,0.6910031030519307,147.61923723708782,0,1,4,1,25,0,0,1,706.8355783474578
ECOM_151,APAC,Mobile,3,0.9224529435021782,36.74516360894477,0,1,2,3,17,0,0,1,194.00777310970142
ECOM_152,APAC,Desktop,2,0.38462643974221,49.72532537978986,0,0,3,2,55,0,0,0,347.4264085401798
ECOM_153,EU,Desktop,4,0.9132413618806283,142.0224441701997,0,1,5,2,16,0,0,0,499.432570331635
ECOM_154,EU,Mobile,3,0.5822331230666244,15.938609572919876,0,0,5,0,21,1,0,0,170.73678451758812
ECOM_155,EU,Desktop,2,0.3077716854497199,9.506242692299713,0,0,3,1,25,0,0,1,177.51726180867857
ECOM_156,NA,Mobile,5,0.5893416748540198,251.6855534588304,0,0,5,1,48,0,0,1,914.5157610493286
ECOM_157,NA,Desktop,2,0.8613564003818978,35.09660731286704,0,1,4,1,9,0,0,1,148.63645226674953
ECOM_158,NA,Desktop,2,0.953489528394728,122.23498828361222,1,1,2,0,32,0,0,1,529.9387974500379
ECOM_159,NA,Desktop,2,0.9804393079164674,6.681459505848902,0,2,3,0,33,1,0,1,136.2203829711833
ECOM_160,EU,Mobile,4,0.3530869236219608,30.41769389711717,0,2,4,0,23,0,0,1,227.91329970705297
ECOM_161,APAC,Mobile,5,0.18606263216662977,35.97398814438409,0,1,4,1,6,0,0,1,234.67323709091235
ECOM_162,EU,Mobile,3,0.8396918426815715,39.378627558143954,1,0,2,3,58,0,0,1,278.36906987074144
ECOM_163,EU,Mobile,4,0.715912820350508,91.25627376561887,0,0,5,3,31,0,0,0,423.37636624841866
ECOM_164,EU,Mobile,6,0.18288613327696557,22.766294351083207,0,1,4,1,34,0,0,1,265.76327572752115
ECOM_165,APAC,Desktop,2,0.5603001932509899,62.207097397420775,1,0,4,0,67,0,0,1,293.55522778584054
ECOM_166,APAC,Desktop,4,0.32839653064480556,167.26396530266885,0,1,3,0,2,0,0,0,557.6391510947049
ECOM_167,EU,Desktop,2,0.22637428955235872,228.50511531414801,0,0,4,1,59,0,1,0,931.9778773134649
ECOM_168,EU,Mobile,4,0.22703885379437816,33.283727908586606,0,1,5,1,44,0,0,0,260.5921520990307
ECOM_169,APAC,Desktop,2,0.3218163800989212,61.646408168342056,0,2,2,0,27,0,0,1,302.34949187815414
ECOM_170,EU,Mobile,3,0.26494611119249845,162.3411365129214,1,2,2,1,71,0,0,1,753.4041977811853
ECOM_171,EU,Mobile,4,0.7163986407783647,77.98400002114977,0,2,4,3,64,0,1,0,417.1138433938368
ECOM_172,EU,Mobile,2,0.8095836936914722,145.26514439703638,0,0,1,1,40,0,0,1,665.4347144087654
ECOM_173,EU,Mobile,3,0.9795771278697949,51.644416953668326,0,0,4,3,53,0,0,1,272.8989071266042
ECOM_174,APAC,Desktop,3,0.9394708804510619,128.51123262011953,1,2,5,1,15,0,0,1,620.6718132983359
ECOM_175,EU,Mobile,2,0.6451201971216195,6.259004250191528,1,0,3,0,8,0,1,1,94.79182969075917
ECOM_176,EU,Mobile,3,0.04253166756747484,137.9767141538488,0,2,4,0,67,0,0,0,581.7940538919345
ECOM_177,APAC,Mobile,2,0.5390090340849529,148.55898940313554,0,1,2,1,42,0,0,0,676.9070843363116
ECOM_178,NA,Mobile,3,0.7392524580078581,125.8052817880907,0,1,2,2,34,0,1,0,575.1510902978539
ECOM_179,EU,Desktop,3,0.43141606362872487,250.28519341910712,0,0,5,2,39,0,0,1,994.2306602421958
ECOM_180,EU,Desktop,2,0.10504388205056536,94.82679838774827,1,1,4,1,43,0,0,1,496.9489210047382
ECOM_181,NA,Mobile,2,0.2682941759705,70.33565672376572,0,0,4,3,11,0,0,1,332.7852162074113
ECOM_182,NA,Mobile,4,0.6828501598192435,112.83599189187103,0,4,5,1,18,0,0,1,454.89761161345234
ECOM_183,NA,Desktop,3,0.8193525487043399,98.24701973226172,0,2,4,1,27,0,1,1,520.4213099431413
ECOM_184,EU,Desktop,1,0.12781416597032813,140.79332370194288,0,0,4,3,65,1,0,1,659.9046942571234
ECOM_185,EU,Desktop,2,0.27603149217773426,58.44574237940622,0,0,5,1,66,0,0,0,269.53059055965315
ECOM_186,NA,Mobile,1,0.26755309427233775,83.5644661495271,1,1,3,1,40,0,1,1,478.70550693547636
ECOM_187,EU,Mobile,1,0.22788567890846068,34.267552229221344,0,2,5,0,56,0,1,0,170.7788542006253
ECOM_188,APAC,Desktop,3,0.20996581914624446,29.94564531747688,0,0,4,0,9,1,0,0,159.14413414587597
ECOM_189,APAC,Mobile,1,0.5366423650473847,63.02231712993208,1,0,2,1,36,1,0,1,394.566788044684
ECOM_190,NA,Mobile,1,0.7021417174711084,17.473423639682355,0,0,2,0,7,0,0,0,203.81117753606594
ECOM_191,EU,Desktop,0,0.07236796602338258,52.27231790967021,0,2,5,1,58,0,0,1,341.1842846479044
ECOM_192,EU,Mobile,6,0.24923208504658956,332.9229197510759,0,1,3,3,22,0,1,0,1203.3025015929804
ECOM_193,NA,Desktop,3,0.7774683047984653,36.26268420682113,0,1,5,0,59,0,1,1,309.7674217338845
ECOM_194,EU,Mobile,2,0.08074797540255796,45.90931011989818,0,0,4,1,38,0,1,1,334.6456959964707
ECOM_195,EU,Desktop,2,0.09350792238428196,105.90046806561213,0,5,5,1,52,0,1,0,470.936513007041
ECOM_196,NA,Mobile,1,0.7457342976684198,124.84295668383557,0,0,5,1,24,1,0,1,577.1482821843068
ECOM_197,NA,Mobile,1,0.0673691123017156,172.51440433754303,0,1,4,0,55,0,0,1,780.1113739947053
ECOM_198,NA,Desktop,1,0.5848514614336273,92.45524423310509,0,0,3,3,24,1,0,0,405.54751971446296
ECOM_199,EU,Desktop,1,0.10839588263332645,71.84118471919479,0,2,3,0,44,0,1,1,458.37310173122705
ECOM_200,EU,Mobile,3,0.9418322118862084,134.56059234012017,0,2,3,0,65,0,1,0,526.6184480975331
ECOM_201,APAC,Mobile,5,0.932779392700213,146.72574919347224,1,2,1,1,14,0,0,1,540.4152805625816
ECOM_202,APAC,Mobile,4,0.889527448531418,248.85611683412193,0,1,4,2,60,0,1,1,990.3138617542717
ECOM_203,NA,Mobile,6,0.24057296629137648,138.61955789269288,1,0,5,1,45,0,0,1,621.7609697173897
ECOM_204,EU,Desktop,3,0.9456119739005688,76.61505903695307,0,1,2,1,11,0,0,1,396.7649898753144
ECOM_205,EU,Desktop,4,0.7830584876172476,105.16234777631821,1,1,3,2,18,0,0,0,323.7518352559116
ECOM_206,NA,Mobile,4,0.4211385338749988,126.00496921943449,0,0,5,1,37,0,1,0,567.8136471870502
ECOM_207,EU,Desktop,1,0.9948965274883245,78.55221694087864,0,0,5,0,55,1,0,1,362.7498715161733
ECOM_208,APAC,Mobile,6,0.22636304700361487,23.428718944567038,0,0,4,1,53,1,0,1,151.97691321546773
ECOM_209,NA,Mobile,3,0.7361686657243489,42.98210167752915,1,3,3,1,70,1,0,1,313.09668004038497
ECOM_210,EU,Mobile,3,0.3747993533885735,115.31278222673924,0,1,1,1,35,0,1,1,485.75751830083993
ECOM_211,APAC,Mobile,8,0.895078333077597,108.0761333698199,0,0,4,0,30,0,0,1,406.0303981556768
ECOM_212,APAC,Mobile,5,0.6019684872969554,122.06321619051619,0,2,4,2,41,0,1,1,551.666659765295
ECOM_213,EU,Desktop,1,0.6139427564594392,85.9490750065393,0,3,3,1,32,0,0,1,387.1639326143064
ECOM_214,APAC,Mobile,3,0.6428261779051091,60.79401109122913,0,2,4,0,12,0,1,1,273.1316826861521
ECOM_215,APAC,Desktop,2,0.7216954095347065,66.51480213336902,1,0,3,1,14,0,0,0,371.90919642376315
ECOM_216,NA,Desktop,2,0.016041916918484,46.795493387457896,0,2,5,1,37,0,0,0,243.58451921537963
ECOM_217,NA,Desktop,5,0.6650020188201413,186.66782004382213,0,0,3,0,60,1,0,0,763.4190936724658
ECOM_218,NA,Desktop,1,0.529313369995257,41.558337610808074,0,3,4,2,28,0,0,0,265.1619314455188
ECOM_219,APAC,Desktop,1,0.3276204687215154,20.724558352786904,0,0,4,1,40,0,0,1,118.47274730107965
ECOM_220,APAC,Mobile,3,0.9817359080120417,62.826680383641154,1,1,2,1,17,0,1,0,367.71712903867217
ECOM_221,NA,Desktop,2,0.019916182269013705,124.97369090864777,0,0,3,0,7,0,0,1,514.762332614856
ECOM_222,EU,Mobile,3,0.11635311605598864,17.933925895999394,0,1,4,1,52,0,1,1,185.50678943159218
ECOM_223,NA,Mobile,2,0.10624990936116874,41.77020099462862,0,0,1,0,41,0,1,0,313.63778889952016
ECOM_224,APAC,Desktop,10,0.1295608344010427,59.76731991889671,0,1,2,1,69,0,0,1,405.5524470177445
ECOM_225,APAC,Mobile,4,0.4557799141673411,27.5104743714915,0,1,5,4,57,0,0,0,285.41044388800253
ECOM_226,NA,Mobile,1,0.3076498039392519,52.18311571456461,0,1,3,1,3,0,0,0,121.16273729511772
ECOM_227,APAC,Mobile,2,0.5526703148790612,63.905980605705366,0,2,5,2,60,0,0,1,333.7978682869645
ECOM_228,NA,Mobile,1,0.5959133765844417,192.37871725430767,0,3,4,0,51,0,0,1,832.9966231915578
ECOM_229,NA,Desktop,4,0.7125834764260115,93.01479454007476,0,0,4,1,53,0,0,1,491.20480830530727
ECOM_230,EU,Desktop,1,0.6857370983890232,104.22193540278623,0,0,1,1,42,0,1,1,466.3822946872287
ECOM_231,NA,Mobile,2,0.12821049395342476,178.51608863418656,0,2,4,1,50,0,0,1,715.4884926029157
ECOM_232,NA,Mobile,2,0.13170569004520094,49.353621810172534,0,2,5,0,37,0,1,1,324.3022510591283
ECOM_233,NA,Mobile,4,0.5501703294493977,161.3698650488712,0,0,5,2,29,0,1,0,574.7418349806701
ECOM_234,NA,Mobile,1,0.9857729984720757,112.2210823918523,0,0,4,0,22,0,0,0,509.8479752030579
ECOM_235,EU,Desktop,2,0.0188045716466283,139.07085384307933,0,0,3,2,63,1,1,1,540.6983224077783
